CONS_NO,FLAG,avg_consumption,median_consumption,std_consumption,min_consumption,max_consumption,zero_days,missing_days,zero_ratio,missing_ratio
CC729BD06C7E8086E700CCCDDDC6D1AA,1,16.365098231827112,13.265,15.056379552576564,0.0,80.43,128,16,0.12379110251450677,0.015473887814313346
7343CAADA8D069F90EBED43D7119DE44,1,7.10771568627451,4.91,9.670780367282513,0.0,74.24,236,14,0.22823984526112184,0.013539651837524178
F6345430CBBC081D1E522D23DC547D42,1,6.146821192052981,2.98,9.338269039903448,0.0,64.72,280,279,0.27079303675048355,0.269825918762089
7F8F1912B41BAC18D24EB382D9F3FA75,1,0.6192739593417231,0.0,1.833915980918251,0.0,14.66,701,1,0.6779497098646035,0.0009671179883945841
49A61B0E884F41D891DEB63DB7840CD8,1,1.9968682926829269,1.57,1.9073577332727347,0.0,14.76,92,9,0.08897485493230174,0.008704061895551257
564C77BEBFD6D10631BD7F7AF81D529B,1,4.449037900874635,0.0,10.176301958191,0.0,81.63,686,5,0.6634429400386848,0.004835589941972921
DD20733C633A11BBFD99DBF899816B00,1,3.0087272727272727,0.31,4.768688155001916,0.0,26.26,106,484,0.10251450676982592,0.46808510638297873
A115F9030C968DEBC5618C1359417029,1,4.744732750242954,4.1,4.258361636172119,0.0,25.91,178,5,0.172147001934236,0.004835589941972921
6DA2BD4913B637B27F7966BFF2404805,1,12.271531862745098,11.48,7.98257055213685,0.0,66.2,49,218,0.047388781431334626,0.21083172147001933
5B214DB7CE265C5F8C644029A1A1076C,1,9.768712871287129,8.56,5.9993103489535375,0.0,41.13,29,125,0.02804642166344294,0.12088974854932302
4200327E5378E4CFB04D01982540A6CF,1,6.7444713375796175,6.62,6.44996861699424,0.0,35.19,107,249,0.10348162475822051,0.24081237911025144
1BC425A74948B48CED2DD171224E219C,1,138.70140845070424,44.75,186.93403055755155,0.0,1665.8,115,40,0.11121856866537717,0.03868471953578337
F6C89465277691CB56E0F829D98D8CE3,1,2.1626791808873724,2.16,1.251457880559185,0.0,7.02,50,448,0.048355899419729204,0.4332688588007737
D04185D24F978E7F06215FA2908F0E15,1,2.969663366336633,1.26,5.582271001992591,0.0,50.1,54,24,0.05222437137330754,0.02321083172147002
37BBFCF96C1A9FF4B63BB4B0A3E8C878,1,5.320648148148148,0.0,10.32510924087043,0.0,99.63,588,62,0.5686653771760155,0.059961315280464215
2345E491E741D6D60089BA73AE0BFD35,1,3.7967248062015506,3.995,2.2841502398019604,0.0,23.26,124,2,0.11992263056092843,0.0019342359767891683
0AD91AED502EEC62BDC5A5880CCD9DEB,1,3.420281690140845,3.45,2.395304004997845,0.0,28.06,54,679,0.05222437137330754,0.6566731141199227
BF58CD54CA0B4E3A8FD1209E09493F77,1,0.027775000000000005,0.0,0.30792180658802176,0.0,4.49,392,634,0.379110251450677,0.6131528046421664
2784394B34492EF0D868028C887E263C,1,0.4378481012658228,0.0,1.5301535629543932,0.0,15.98,715,7,0.6914893617021277,0.006769825918762089
8D32642A92C55B4F7C7DE4DD5CD13BAD,1,10.098083657587548,0.0,22.385299741631624,0.0,123.15,575,6,0.5560928433268859,0.005802707930367505
89F19286C28AF5EC6B36CAEC408CCCA1,1,0.7321654929577466,0.0,1.605487962790774,0.0,10.55,409,466,0.3955512572533849,0.4506769825918762
522CD12E4FD07B23C55E2E2F475D4AB0,1,123.12953216374268,116.15,62.62036164742333,0.0,283.1,40,8,0.03868471953578337,0.007736943907156673
C4915D7E6F71A05A21DCA56AA28EE9D6,1,6.098581213307241,6.68,3.391891818799658,0.0,17.75,109,12,0.10541586073500966,0.01160541586073501
024BF86C8D931ABAAF626317DC2E67DA,1,1.181495513459621,0.0,2.458429986948653,0.0,16.57,674,31,0.6518375241779497,0.029980657640232108
1C090A25BA5991349EB940D839A3084A,1,5.903313840155945,7.42,5.86345202019387,0.0,32.17,75,8,0.0725338491295938,0.007736943907156673
69347E9D3953D22D3C52B964B1270935,1,19.429094608341813,17.52,18.23410557176419,0.0,81.76,269,51,0.2601547388781431,0.04932301740812379
C2D753CC4560F1A6A9099F6859E6E728,1,12.615957661290322,13.190000000000001,11.74701216237167,0.0,62.02,371,42,0.35880077369439073,0.04061895551257253
4BA0F954979FABF38CF0C6CDDD4EBBDC,1,139.4824901574803,136.99,45.763319094895024,0.0,343.83,4,18,0.0038684719535783366,0.017408123791102514
54624750B7C0A353A21A509B0582C49A,1,36.49207414829659,40.74,24.43874605073078,0.0,107.43,52,36,0.05029013539651837,0.03481624758220503
2A37DDA40193664AB77AD2CDB3427365,1,0.5135777126099706,0.0,0.988628844285496,0.0,6.81,642,11,0.620889748549323,0.010638297872340425
EF6FB588B90B86E7B11EA1DA8E66A579,1,13.491866028708136,11.94,16.595526790423722,0.0,374.19,50,407,0.048355899419729204,0.39361702127659576
1372264AA974605C750DFDD62BFC4062,1,1.2534659685863874,0.0,4.975236204546618,0.0,46.42,867,79,0.8384912959381045,0.07640232108317214
40A9350605B9FF747D0880B85A83450A,1,1.2042207163601162,0.0,7.791879729977284,0.0,62.23,1002,1,0.9690522243713733,0.0009671179883945841
BBA036B96BAF5611A21610411E511ACD,1,9.582857142857144,6.34,8.788403882006806,0.0,33.86,50,362,0.048355899419729204,0.35009671179883944
BED1B8C8272AA25499B0E458E1419EC7,1,12.169983686786297,14.86,8.635925125747168,0.0,36.25,182,421,0.1760154738878143,0.4071566731141199
010AD5065C4D231D00D36E36D3BEB859,1,21.771491712707185,20.505,14.793621219754138,0.0,62.05,46,672,0.04448742746615087,0.6499032882011605
870F304A240856A5D2384EFCA1203170,1,21.871704211557297,19.84,10.419600742918854,0.0,126.52,2,13,0.0019342359767891683,0.012572533849129593
39CC2B755A9339443E0155634CA7C6D4,1,4.2972113502935425,1.33,5.898835818038728,0.0,34.36,491,12,0.4748549323017408,0.01160541586073501
975FC40987A3E65602FFFFAF20DEC596,1,1.7953449951409133,0.57,2.9101278941714153,0.0,35.2,114,5,0.1102514506769826,0.004835589941972921
E30540A0B79E99305047DDF487494A16,1,36.741354062186566,44.11,18.581955941678746,0.0,89.15,52,37,0.05029013539651837,0.035783365570599614
4E954A4E6F17FC88B0CB8084B6B12364,1,14.339418040737147,12.73,6.311174621089786,0.0,43.62,12,3,0.01160541586073501,0.0029013539651837525
D1160194CE7C012ACED86C7418BB5340,1,10.246384180790962,10.63,4.711995697807539,0.0,26.25,49,326,0.047388781431334626,0.3152804642166344
4A98563829B8F0D1BF6A4A6B3A367FC9,1,4.856753768844221,1.84,7.1755860545344685,0.0,86.84,74,39,0.07156673114119923,0.037717601547388784
461A116AD32BA0FF8ED82D320217C22E,1,5.8482352941176465,1.26,10.083074606259071,0.0,43.71,277,320,0.2678916827852998,0.30947775628626695
ABD3396FAE9A0AFACC1A0411C96FB74A,1,78.39110169491525,85.265,45.49557204336888,0.0,180.8,50,680,0.048355899419729204,0.6576402321083172
0A2F5CBB74C654F66595674287770BE2,1,4.28042372881356,2.66,4.4156345446428515,0.0,18.35,138,680,0.13346228239845262,0.6576402321083172
9C2EF537274B51FA8FD24543A8E078D0,1,5.2321878025169415,5.0,2.4117551779439492,0.0,23.71,22,1,0.02127659574468085,0.0009671179883945841
C8B41569B929459C4CBB615553BA0B2D,1,0.5258883994126284,0.0,1.3577435257237063,0.0,8.99,581,353,0.5618955512572534,0.3413926499032882
EA64171AF04C9EE905F4921C02F17952,1,15.00350343473994,13.15,10.020129562860982,0.0,49.37,7,15,0.006769825918762089,0.014506769825918761
B3B4BDA2A3B34F3D8C56B25AD104EC7C,1,14.492258485639686,14.545,6.283175250814213,0.0,43.99,44,268,0.0425531914893617,0.25918762088974856
481AFF61645E4ADF79F86B230A288726,1,6.9829097963142575,2.98,9.479901574117855,0.0,52.7,25,3,0.024177949709864602,0.0029013539651837525
1C00BB2E851B50CF3DA33517F71D23C5,1,265.94592233009706,241.4,189.3908940480529,0.0,624.64,23,519,0.022243713733075435,0.5019342359767892
C4E56354666D71B76DD0880E7979B328,1,9.008180862250262,6.68,6.690406309185658,0.0,63.53,4,83,0.0038684719535783366,0.08027079303675048
EA85331658140AAD231ED5858BAE64FC,1,3.6010261374636987,0.0,16.24525811291787,0.0,185.14,687,1,0.6644100580270793,0.0009671179883945841
E0C06F119A4F7B63634DB27A6ACE3BF4,1,4.080262361251261,0.4,7.81458870950825,0.0,45.9,427,43,0.41295938104448743,0.041586073500967116
DE8AB3DDAA5E8276CC6FB05D045345D2,1,230.044274611399,242.20999999999998,117.2337609062581,0.0,604.84,48,648,0.04642166344294004,0.6266924564796905
2BBB4ECA7499E5F785B1EDF1FC754834,1,11.848314944834504,11.16,9.421627461601746,0.0,66.7,200,37,0.19342359767891681,0.035783365570599614
98E17AD63667CC656B73F999F6FBACA8,1,3.307672162948593,0.01,8.023528241970615,0.0,53.94,461,3,0.4458413926499033,0.0029013539651837525
C51F242260112636B95F316656301FAF,1,4.896495145631068,0.02,8.246466572447344,0.0,79.28,405,4,0.3916827852998066,0.0038684719535783366
FD861B89684BFD02A12356707D461578,1,15.063349397590361,9.75,10.346924467943378,0.0,55.86,8,204,0.007736943907156673,0.19729206963249515
77DD7F0F61508AD1F2D8A9CA1DD8D396,1,6.5449150485436896,0.16,12.098700009198513,0.0,97.48,399,210,0.3858800773694391,0.20309477756286268
B765254800E48BB4887A3458A2FE4F7F,1,2.8169411764705883,2.495,1.8274339588250823,0.0,21.67,40,14,0.03868471953578337,0.013539651837524178
CDBFE28FA28D9C285A4B64D46AF38220,1,2.7618750000000003,0.06,5.43232662334796,0.0,26.21,90,682,0.08704061895551257,0.6595744680851063
76CECEAC952F92755AFB297B58D2045D,1,12.851780962128965,6.0,21.068488480807247,0.0,125.56,300,57,0.2901353965183752,0.0551257253384913
1E326172C646A418289C4A0070D32D30,1,33.298122605363986,19.979999999999997,39.97591134940222,0.0,164.77,226,512,0.218568665377176,0.4951644100580271
D7B9C91A6CEEC675D88B7445B88A6C64,1,9.709193548387097,9.66,6.485995769876707,0.0,32.66,68,662,0.06576402321083172,0.6402321083172147
33FC6F6D4F8F3787FA0314DFD76E17D3,1,47.387456359102245,50.56,16.221474532659343,0.0,73.47,37,633,0.035783365570599614,0.6121856866537717
8DB91C5404B043130B540FC43DC48B25,1,3.283155856727977,0.69,5.134493260164009,0.0,33.88,494,1,0.47775628626692457,0.0009671179883945841
AEA4F55CE4EC2268D84D6D2A2897628D,1,17.205430622009573,12.3,16.256528584256536,0.0,126.13,50,198,0.048355899419729204,0.19148936170212766
5B287E5C1A0B026E1592B9F321088334,1,3.1185214785214788,3.08,1.5225096425928513,0.0,8.96,54,33,0.05222437137330754,0.031914893617021274
A3DC09520900B83123A7D3352532454F,1,2.906115879828326,0.0,6.166550419892751,0.0,29.57,641,102,0.6199226305609284,0.09864603481624758
3AB99E20C2FA51278D4655A0C8EDD09A,1,25.526195402298853,2.02,77.00039891925704,0.0,498.01,299,164,0.28916827852998067,0.15860735009671179
1B4B54C17ECCB0DF9AA07EADCC93C8FE,1,9.797074363992174,4.76,15.351467937235226,0.0,129.15,400,12,0.38684719535783363,0.01160541586073501
6267381009A3E393ACED934BA15DC7BF,1,2.8195353339787026,1.95,3.163967583453975,0.0,32.12,9,1,0.008704061895551257,0.0009671179883945841
725F7ACD041750F99CCE33359E881BD8,1,21.5327245508982,20.13,17.554567326708685,0.0,95.9,8,32,0.007736943907156673,0.030947775628626693
8D4D278ACA01D290B0116A2B14A34455,1,13.248573529411766,10.0,10.862007419380623,0.0,59.85,188,354,0.18181818181818182,0.34235976789168276
BC6E230548A7430551C00A407BE5E397,1,9.100356294536816,6.0649999999999995,8.51707179037583,0.0,43.5,47,192,0.045454545454545456,0.18568665377176016
E720AD5712B7107D028A6C19A099600F,1,1.69003879728419,0.0,3.5534621977342495,0.0,20.72,732,3,0.7079303675048356,0.0029013539651837525
4211FE81A01543F146C1156668D3C6E2,1,5.179938347718865,0.0,12.088536580697474,0.0,73.08,562,223,0.5435203094777563,0.21566731141199227
86389EE6F32A43F90209F552BB623254,1,121.12216981132076,103.525,98.95941504944058,0.0,558.9,74,186,0.07156673114119923,0.17988394584139264
8E20942291DBB0C80CF3B2EFFF305CC0,1,13.387214428857716,13.455,6.38329315876723,0.0,41.3,50,36,0.048355899419729204,0.03481624758220503
9928B090D98C8FF51A33302972CFB5D0,1,5.290613437195716,3.0,5.632593026681826,0.0,34.15,161,7,0.15570599613152805,0.006769825918762089
C8B6DB88618B6F5329BE597A3B3005AD,1,0.04365924491771539,0.0,1.0051768944816712,0.0,26.27,1031,1,0.9970986460348162,0.0009671179883945841
77C2506D96B1AE15E609C7697C056AAC,1,10.8344140625,11.085,10.669797373916134,0.0,61.35,370,10,0.3578336557059961,0.009671179883945842
F331105748AE7889F608BF536F089297,1,4.1889574468085105,0.0,11.581447715216607,0.0,59.7,813,94,0.7862669245647969,0.09090909090909091
9B4AC0FDD7992A99E041ADB1D5A47C4B,1,13.915589390962671,11.41,8.898981706595533,0.0,57.26,50,16,0.048355899419729204,0.015473887814313346
A4D3EE33E8B64C3DB4CD545D3C25F725,1,1.7476338851022395,0.3,2.2152075728868925,0.0,7.9,462,7,0.44680851063829785,0.006769825918762089
02FBD77F2625978935CD671F36563A2C,1,0.0,0.0,0.0,0.0,0.0,588,446,0.5686653771760155,0.43133462282398455
4873ABF4EA23900D5C14BBB2BC3DDC87,1,6.253534566699122,4.0,5.575302163991462,0.0,30.51,72,7,0.06963249516441006,0.006769825918762089
DCD7B1A7207B1C438E226DC182D13576,1,0.4215981735159817,0.0,1.0000083309476075,0.0,10.02,331,596,0.32011605415860733,0.5764023210831721
CE7C047307E1E0D4DACD863E1B032BDD,1,4.9679228486646885,0.0,9.037139565302432,0.0,62.42,607,23,0.5870406189555126,0.022243713733075435
07AEB4D3D4C4BC648349E39839A3637B,1,15.632440633245382,14.09,10.516242503234109,0.0,114.87,46,276,0.04448742746615087,0.26692456479690524
D82D7EEF044DD10DB6B802022A270EC6,1,3.5782040382571734,2.96,3.1676606686189714,0.0,39.08,62,93,0.059961315280464215,0.08994197292069632
9BFB123F8F4963A8F772808DCA54531E,1,5.819791666666666,2.41,14.220954930744075,0.0,89.93,92,26,0.08897485493230174,0.025145067698259187
97C907CAA96121EAD4AEA1B35EB514E9,1,14.80264909847434,6.06,18.922996526868143,0.0,91.33,261,313,0.2524177949709865,0.3027079303675048
AB23E6E81C05B579285C5FA927D68E4D,1,25.771293774319066,24.365000000000002,8.717675995398096,0.0,57.63,30,6,0.029013539651837523,0.005802707930367505
C2D6E22BB53D4940E022B4A107E203B3,1,37.669069239500566,35.84,18.80893296707639,0.0,111.57,50,153,0.048355899419729204,0.14796905222437137
BBF1A5F01F7AA846974A87DED8D50E1D,1,7.813280116110305,6.06,6.117254141919223,0.0,34.45,79,345,0.07640232108317214,0.33365570599613154
2282C792CCDD7EF7B66E2FE8E96DEDAC,1,10.95639185257032,10.47,3.6181908768139595,0.0,29.95,15,3,0.014506769825918761,0.0029013539651837525
BA97441D72060E21BA744102EEFD995F,1,10.102050534499515,9.69,3.5022768543847236,0.0,26.15,21,5,0.020309477756286266,0.004835589941972921
DC9D17052A3BE6ACA1F12D9E9FEFB162,1,7.711778221778221,7.64,3.3863071973412624,0.0,24.03,50,33,0.048355899419729204,0.031914893617021274
20529909E4ACF1C06FC86C299CEA7816,1,9.211083743842364,7.91,6.39845990529336,0.0,49.15,6,19,0.005802707930367505,0.0183752417794971
06B225C6507B448CD48238E4AFD8E245,1,3.3672023233301065,0.98,6.9664335724734014,0.0,55.41,104,1,0.10058027079303675,0.0009671179883945841
F9DBC7B29BCD069FB5ABF0BA54007D6B,1,11.362645631067961,9.65,10.17843943031777,0.0,73.1,78,622,0.07543520309477757,0.6015473887814313
9158F90F84621FAEF6943B0AA2B2067A,1,28.736686807653573,18.75,29.946370630026006,0.0,265.43,50,41,0.048355899419729204,0.039651837524177946
E0862CBD0464242E4A7CDABCED216CFE,1,5.197406060606061,3.12,6.044763465239263,0.0,39.32,45,209,0.043520309477756286,0.20212765957446807
9E19540D551751874FEDFE6A8ED1F50D,1,1.073373015873016,0.0,2.61950553862325,0.0,11.41,853,26,0.8249516441005803,0.025145067698259187
4AED483768BBEA3E08E4F3EB343E1398,1,20.826580000000003,16.57,18.05159864713697,0.0,90.78,215,34,0.2079303675048356,0.03288201160541586
1DC5D54F77F201FDF411BAFEA1431E77,1,55.293003003003,52.29,30.50973728384513,0.0,154.14,52,35,0.05029013539651837,0.033849129593810444
8A3893A71BAF78ED6C32AE5E1DFA1E94,1,7.639259962049336,5.93,8.365750520467024,0.0,44.48,185,507,0.17891682785299806,0.49032882011605416
57DFEAABAA5ED03D90A524BF5B9B4303,1,18.835389162561576,18.23,9.00464601871543,0.0,54.45,50,19,0.048355899419729204,0.0183752417794971
1D2ABA84ABB9E5BF86BB63F48AD0F921,1,18.206810344827588,14.96,13.382338446324571,0.0,83.95,46,222,0.04448742746615087,0.21470019342359767
68D809E234CB78E4E5ED9C5684B0E9F2,1,4.53441731409545,3.04,5.1737417814586575,0.0,32.72,168,133,0.16247582205029013,0.1286266924564797
1998E1F498811FB5FB70A886D43AB083,1,8.42307385229541,5.08,7.354648317945208,0.0,35.36,50,32,0.048355899419729204,0.030947775628626693
1243A4858DC0A82572598ADC5F7E3465,1,8.168571428571427,0.75,10.359196064801399,0.0,39.69,233,12,0.2253384912959381,0.01160541586073501
DE1E018C53E165D342881148EC2A15A6,1,6.078862973760933,0.24,8.478335688125592,0.0,43.39,242,5,0.23404255319148937,0.004835589941972921
B8A80B60CD22C86D3F141251A49B16FC,1,5.004045174537988,4.4,3.653700230237924,0.0,18.14,35,547,0.033849129593810444,0.5290135396518375
72D2D903B6C65B427E7280AEBD83D167,1,1.2624522613065328,0.0,1.9320660682895465,0.0,8.79,672,39,0.6499032882011605,0.037717601547388784
6A4E006B8818390DC3DE2C5DA40E9F87,1,5.566699029126214,5.07,3.570873668007021,0.0,24.79,86,4,0.08317214700193423,0.0038684719535783366
7CE1E80DA20B9878A866B3AB6AE1EBCD,1,2.570128585558853,0.0,16.17192109687799,0.0,183.17,950,23,0.9187620889748549,0.022243713733075435
1A6C6745AFC79996BC883BD1AC40C335,1,4.783003618817853,0.0,7.519997512349034,0.0,52.0,470,205,0.45454545454545453,0.19825918762088976
1F7292E9D7255A6BCFF97F93C1FA4726,1,2.9434469328140214,3.39,2.539429491472767,0.0,13.87,360,7,0.3481624758220503,0.006769825918762089
F49A7B93598D4B26EB645B57E2675243,1,6.911243926141886,6.51,2.9905188714340607,0.0,18.73,1,5,0.0009671179883945841,0.004835589941972921
84F4BFD7A75467F3B469A6787AA33AD8,1,27.369491525423722,27.85,20.923081207591647,0.0,85.1,50,680,0.048355899419729204,0.6576402321083172
366A34961B7262410150B1917D88254E,1,3.8830920060331824,0.72,5.292099561274956,0.0,28.85,237,371,0.22920696324951645,0.35880077369439073
7516FBFFB7D39E03C89772161C7FDA98,1,14.162265246853822,1.06,16.682588620497082,0.0,77.32,422,1,0.4081237911025145,0.0009671179883945841
1CFF62F95FBC4C973FF8678AC2B438FA,1,7.63573717948718,6.15,6.353341686090947,0.0,33.89,7,722,0.006769825918762089,0.6982591876208898
1F81A6F7B03EA728C225B29F59A8C258,1,10.974263904034895,8.8,9.880228151599464,0.0,40.11,267,117,0.25822050290135395,0.11315280464216634
6BAED28FA2C707C0B5252E599AECE21C,1,1.092730883813307,0.0,1.6815733869608853,0.0,10.83,602,27,0.5822050290135397,0.02611218568665377
F40D3A0A45C35A292B3ECDBC769B3AAC,1,0.8183540022547914,0.53,1.4022316125763445,0.0,18.44,354,147,0.34235976789168276,0.14216634429400388
78DD6E5BBEA8051AB65627FB4E7AEA0F,1,4.7699608993157385,0.0,10.960640149361375,0.0,101.13,789,11,0.7630560928433269,0.010638297872340425
6C5AA1EEEC3CEC535652CCE14BA49E70,1,0.09302999999999999,0.0,0.859876332042234,0.0,9.78,988,34,0.9555125725338491,0.03288201160541586
78297F17CC7ECCBD07DFE236401E0B4F,1,3.80597667638484,0.16,5.5912659334126955,0.0,38.72,328,348,0.31721470019342357,0.3365570599613153
3CE4D3438CEEF5F75F6E109D118ACECE,1,6.407540628385699,3.83,7.222484108657612,0.0,37.19,321,111,0.3104448742746615,0.10735009671179883
885A7554AB657CB19E5C5318B7F84234,1,9.458678010471205,4.095,8.821002754788577,0.0,32.51,50,270,0.048355899419729204,0.2611218568665377
AB9EC5009B95CC354EED52D021E8A7FF,1,12.096585365853658,10.105,7.3122108608247975,0.0,60.66,2,296,0.0019342359767891683,0.2862669245647969
29C0D2219A24083323E9C7FA75B336C7,1,41.81452685421995,43.62,21.12905271017622,0.0,114.19,50,643,0.048355899419729204,0.6218568665377177
4AA7D333A0BFF0F2CAA02D98D645FBDA,1,2.943837890625,2.5,2.734274475651853,0.0,15.36,249,10,0.24081237911025144,0.009671179883945842
4C07126084E751DAFFFB50884F0D66FB,1,9.389668615984405,9.02,3.9342534404865095,0.0,23.09,49,8,0.047388781431334626,0.007736943907156673
8E3A88E35BCCB8A54087154A946CB8B3,1,2.224258001939864,0.88,3.781916554168106,0.0,24.99,45,3,0.043520309477756286,0.0029013539651837525
0A8FF0F7EE68CE6D37523985592CD5DE,1,40.399883154819854,0.0,81.80910348159284,0.0,314.34,716,7,0.6924564796905223,0.006769825918762089
0A5EEBBF665D8A1817463422D233E003,1,22.523043981481482,0.0,34.476155366708774,0.0,138.6,466,170,0.4506769825918762,0.1644100580270793
4AAD82CF8FACFDB7107B4C6D688601E6,1,4.594571428571428,4.58,2.0919710297989726,0.0,13.0,18,19,0.017408123791102514,0.0183752417794971
B7B9488E3A7EAC486091B31D26D822C2,1,17.656377097729518,20.48,11.20345639442433,0.0,43.6,247,21,0.23887814313346228,0.020309477756286266
6A649D6AED5BD9BA764D2845D837DBCA,1,6.499747023809523,7.83,3.700785403609331,0.0,17.66,50,362,0.048355899419729204,0.35009671179883944
5AA2B703114808CFCC04DC3923B99CA2,1,41.339552572706936,41.385000000000005,25.92668909040262,0.0,137.95,42,140,0.04061895551257253,0.13539651837524178
AEC7DD89BF02F672CE1BCB2F0C100243,1,28.724683760683764,31.91,25.101260650493224,0.0,107.28,50,449,0.048355899419729204,0.43423597678916825
5EAEFAE1CCDE5EBA19ECB4AF8A02FBD5,1,2.2026315789473685,0.0,5.47943161506132,0.0,27.12,783,8,0.7572533849129593,0.007736943907156673
A64E978A221146ACE5F56A876D7ACE42,1,10.077667210440458,10.34,8.62680103049729,0.0,60.38,182,421,0.1760154738878143,0.4071566731141199
AD7D8E5FB1E5E263BE3C102B15190CC4,1,4.511202531645569,2.535,5.832502502617377,0.0,49.8,173,560,0.16731141199226304,0.5415860735009671
E369FC8334CC32C24FE9EFA2BE9CD88B,1,37.47864838393731,31.94,25.672070433219947,0.0,150.9,1,13,0.0009671179883945841,0.012572533849129593
D076FDC891800CA297B7CE4BEF149032,1,52.44574209245743,25.48,350.4996215329666,0.0,7119.81,6,623,0.005802707930367505,0.6025145067698259
E3530276F259EB681821F7B8C7D32B62,1,23.703242453748782,20.56,13.762542750016516,0.0,97.49,8,7,0.007736943907156673,0.006769825918762089
1C5FCD01C6D2902AF47A0C40DA043AE0,1,13.331377777777778,12.87,6.627846459626519,0.0,38.6,64,359,0.061895551257253385,0.3471953578336557
