CONS_NO,FLAG,anomaly_label,anomaly_score
F6C89465277691CB56E0F829D98D8CE3,1,0,0.11145189083932334
D04185D24F978E7F06215FA2908F0E15,1,0,0.13555646235965835
37BBFCF96C1A9FF4B63BB4B0A3E8C878,1,1,0.3685972807741739
2345E491E741D6D60089BA73AE0BFD35,1,0,0.08978923426028806
0AD91AED502EEC62BDC5A5880CCD9DEB,1,0,0.13755163621208544
BF58CD54CA0B4E3A8FD1209E09493F77,1,1,0.45052802369593775
2784394B34492EF0D868028C887E263C,1,0,0.2879906161490505
8D32642A92C55B4F7C7DE4DD5CD13BAD,1,1,0.412879283850667
89F19286C28AF5EC6B36CAEC408CCCA1,1,0,0.28784545948514373
522CD12E4FD07B23C55E2E2F475D4AB0,1,1,0.5390023497391317
C4915D7E6F71A05A21DCA56AA28EE9D6,1,0,0.07864696309035221
024BF86C8D931ABAAF626317DC2E67DA,1,0,0.2632536347800242
1C090A25BA5991349EB940D839A3084A,1,0,0.09914277466178521
69347E9D3953D22D3C52B964B1270935,1,0,0.2580175050259513
C2D753CC4560F1A6A9099F6859E6E728,1,0,0.26075809969518526
4BA0F954979FABF38CF0C6CDDD4EBBDC,1,1,0.5144401357130428
54624750B7C0A353A21A509B0582C49A,1,0,0.2997428248565914
2A37DDA40193664AB77AD2CDB3427365,1,0,0.24662519685601691
EF6FB588B90B86E7B11EA1DA8E66A579,1,0,0.3076744546289567
1372264AA974605C750DFDD62BFC4062,1,1,0.4075269744196652
40A9350605B9FF747D0880B85A83450A,1,1,0.46787439518188145
BBA036B96BAF5611A21610411E511ACD,1,0,0.11078470226680569
BED1B8C8272AA25499B0E458E1419EC7,1,0,0.24589864479856013
010AD5065C4D231D00D36E36D3BEB859,1,0,0.21937292472408726
870F304A240856A5D2384EFCA1203170,1,0,0.1285241589559463
39CC2B755A9339443E0155634CA7C6D4,1,0,0.23798568119275887
975FC40987A3E65602FFFFAF20DEC596,1,0,0.14554537716430407
E30540A0B79E99305047DDF487494A16,1,0,0.3052619349428199
4E954A4E6F17FC88B0CB8084B6B12364,1,0,0.044820195486647306
D1160194CE7C012ACED86C7418BB5340,1,0,0.10690612139035893
4A98563829B8F0D1BF6A4A6B3A367FC9,1,0,0.17490717449939308
461A116AD32BA0FF8ED82D320217C22E,1,0,0.25893855032884305
ABD3396FAE9A0AFACC1A0411C96FB74A,1,1,0.5298807639601245
0A2F5CBB74C654F66595674287770BE2,1,0,0.17132380946515238
9C2EF537274B51FA8FD24543A8E078D0,1,0,0.02673490170576483
C8B41569B929459C4CBB615553BA0B2D,1,0,0.3124727427741743
EA64171AF04C9EE905F4921C02F17952,1,0,0.05009922753172073
B3B4BDA2A3B34F3D8C56B25AD104EC7C,1,0,0.11477572708233875
481AFF61645E4ADF79F86B230A288726,1,0,0.10439957941355266
1C00BB2E851B50CF3DA33517F71D23C5,1,1,0.7146246417922189
C4E56354666D71B76DD0880E7979B328,1,0,0.05613232325468171
EA85331658140AAD231ED5858BAE64FC,1,1,0.46601671367343417
E0C06F119A4F7B63634DB27A6ACE3BF4,1,0,0.270646253638846
DE8AB3DDAA5E8276CC6FB05D045345D2,1,1,0.7028214618011516
2BBB4ECA7499E5F785B1EDF1FC754834,1,0,0.16151251537574435
98E17AD63667CC656B73F999F6FBACA8,1,1,0.44191069044909614
C51F242260112636B95F316656301FAF,1,1,0.44153508870558905
FD861B89684BFD02A12356707D461578,1,0,0.09602878768495703
77DD7F0F61508AD1F2D8A9CA1DD8D396,1,1,0.42242035036759046
B765254800E48BB4887A3458A2FE4F7F,1,0,0.02765151478941111
CDBFE28FA28D9C285A4B64D46AF38220,1,0,0.30096125206227986
76CECEAC952F92755AFB297B58D2045D,1,0,0.3259396683144405
1E326172C646A418289C4A0070D32D30,1,1,0.4519313491312806
D7B9C91A6CEEC675D88B7445B88A6C64,1,0,0.14129018132134413
33FC6F6D4F8F3787FA0314DFD76E17D3,1,1,0.3840438350599778
8DB91C5404B043130B540FC43DC48B25,1,0,0.2559208566494246
AEA4F55CE4EC2268D84D6D2A2897628D,1,0,0.18743091260786915
5B287E5C1A0B026E1592B9F321088334,1,0,0.03486877452098421
A3DC09520900B83123A7D3352532454F,1,0,0.3022891027993975
3AB99E20C2FA51278D4655A0C8EDD09A,1,1,0.5609990795380817
1B4B54C17ECCB0DF9AA07EADCC93C8FE,1,0,0.3354945379285248
6267381009A3E393ACED934BA15DC7BF,1,0,0.07133340284820934
725F7ACD041750F99CCE33359E881BD8,1,0,0.14804056576141592
8D4D278ACA01D290B0116A2B14A34455,1,0,0.20957016939488224
BC6E230548A7430551C00A407BE5E397,1,0,0.08602767150461507
E720AD5712B7107D028A6C19A099600F,1,0,0.30145064373774916
4211FE81A01543F146C1156668D3C6E2,1,1,0.3647561117522246
86389EE6F32A43F90209F552BB623254,1,1,0.6072099827672466
8E20942291DBB0C80CF3B2EFFF305CC0,1,0,0.07179692449740216
9928B090D98C8FF51A33302972CFB5D0,1,0,0.10303872506836004
C8B6DB88618B6F5329BE597A3B3005AD,1,1,0.5876086294783087
77C2506D96B1AE15E609C7697C056AAC,1,0,0.22865306151254056
F331105748AE7889F608BF536F089297,1,1,0.4235246714795069
9B4AC0FDD7992A99E041ADB1D5A47C4B,1,0,0.06463196429485371
A4D3EE33E8B64C3DB4CD545D3C25F725,1,0,0.1915626054781496
02FBD77F2625978935CD671F36563A2C,1,0,0.3128483524941655
4873ABF4EA23900D5C14BBB2BC3DDC87,1,0,0.055821431118543936
DCD7B1A7207B1C438E226DC182D13576,1,0,0.28467209482200695
CE7C047307E1E0D4DACD863E1B032BDD,1,0,0.32855340327586946
07AEB4D3D4C4BC648349E39839A3637B,1,0,0.17197157333855906
D82D7EEF044DD10DB6B802022A270EC6,1,0,0.07371296441565969
9BFB123F8F4963A8F772808DCA54531E,1,0,0.2262080564338399
97C907CAA96121EAD4AEA1B35EB514E9,1,0,0.31123830525190177
AB23E6E81C05B579285C5FA927D68E4D,1,0,0.15147725499444106
C2D6E22BB53D4940E022B4A107E203B3,1,0,0.2830578690577477
BBF1A5F01F7AA846974A87DED8D50E1D,1,0,0.11309334858734099
2282C792CCDD7EF7B66E2FE8E96DEDAC,1,0,0.03176501135834657
BA97441D72060E21BA744102EEFD995F,1,0,0.02832183702016788
DC9D17052A3BE6ACA1F12D9E9FEFB162,1,0,0.03196183985549292
20529909E4ACF1C06FC86C299CEA7816,1,0,0.026990697301790427
06B225C6507B448CD48238E4AFD8E245,1,0,0.1818379036443943
F9DBC7B29BCD069FB5ABF0BA54007D6B,1,0,0.1943522791738781
9158F90F84621FAEF6943B0AA2B2067A,1,0,0.30607680912556323
E0862CBD0464242E4A7CDABCED216CFE,1,0,0.09445831658882664
9E19540D551751874FEDFE6A8ED1F50D,1,0,0.31305402882820693
4AED483768BBEA3E08E4F3EB343E1398,1,0,0.25079219555338084
1DC5D54F77F201FDF411BAFEA1431E77,1,1,0.37583183257708785
8A3893A71BAF78ED6C32AE5E1DFA1E94,1,0,0.203599531295736
57DFEAABAA5ED03D90A524BF5B9B4303,1,0,0.10435106468465002
1D2ABA84ABB9E5BF86BB63F48AD0F921,1,0,0.154842601119224
68D809E234CB78E4E5ED9C5684B0E9F2,1,0,0.11380373212573341
1998E1F498811FB5FB70A886D43AB083,1,0,0.056759546316753104
1243A4858DC0A82572598ADC5F7E3465,1,0,0.20579678957317749
DE1E018C53E165D342881148EC2A15A6,1,0,0.23891315169119284
B8A80B60CD22C86D3F141251A49B16FC,1,0,0.09584921954252401
72D2D903B6C65B427E7280AEBD83D167,1,0,0.25916704121673556
6A4E006B8818390DC3DE2C5DA40E9F87,1,0,0.05172772136637508
7CE1E80DA20B9878A866B3AB6AE1EBCD,1,1,0.5281516883392239
1A6C6745AFC79996BC883BD1AC40C335,1,0,0.279990502123385
1F7292E9D7255A6BCFF97F93C1FA4726,1,0,0.17829546290024084
F49A7B93598D4B26EB645B57E2675243,1,0,0.005735635554640522
84F4BFD7A75467F3B469A6787AA33AD8,1,0,0.3087333401803946
366A34961B7262410150B1917D88254E,1,0,0.20975348575741606
7516FBFFB7D39E03C89772161C7FDA98,1,1,0.35479209067877615
1CFF62F95FBC4C973FF8678AC2B438FA,1,0,0.09805348220170046
1F81A6F7B03EA728C225B29F59A8C258,1,0,0.17080027053314453
6BAED28FA2C707C0B5252E599AECE21C,1,0,0.23031184676015196
F40D3A0A45C35A292B3ECDBC769B3AAC,1,0,0.1979138923847436
78DD6E5BBEA8051AB65627FB4E7AEA0F,1,1,0.4365698396201787
6C5AA1EEEC3CEC535652CCE14BA49E70,1,1,0.4102653598241297
78297F17CC7ECCBD07DFE236401E0B4F,1,0,0.30526852224297985
3CE4D3438CEEF5F75F6E109D118ACECE,1,0,0.17729425649017008
885A7554AB657CB19E5C5318B7F84234,1,0,0.11157287780386776
AB9EC5009B95CC354EED52D021E8A7FF,1,0,0.07579382790514898
29C0D2219A24083323E9C7FA75B336C7,1,1,0.37685479215529444
4AA7D333A0BFF0F2CAA02D98D645FBDA,1,0,0.1012567587991336
4C07126084E751DAFFFB50884F0D66FB,1,0,0.03556222526595448
8E3A88E35BCCB8A54087154A946CB8B3,1,0,0.1055088964195667
0A8FF0F7EE68CE6D37523985592CD5DE,1,1,0.5930220365417553
0A5EEBBF665D8A1817463422D233E003,1,1,0.4243238196198147
4AAD82CF8FACFDB7107B4C6D688601E6,1,0,0.016428228672724515
B7B9488E3A7EAC486091B31D26D822C2,1,0,0.23290206733845786
6A649D6AED5BD9BA764D2845D837DBCA,1,0,0.12920204531375296
5AA2B703114808CFCC04DC3923B99CA2,1,0,0.3174169798760469
AEC7DD89BF02F672CE1BCB2F0C100243,1,0,0.3310354547854311
5EAEFAE1CCDE5EBA19ECB4AF8A02FBD5,1,0,0.3357427600992131
A64E978A221146ACE5F56A876D7ACE42,1,0,0.2148841873105123
AD7D8E5FB1E5E263BE3C102B15190CC4,1,0,0.23182726876834864
E369FC8334CC32C24FE9EFA2BE9CD88B,1,0,0.25740378079769305
D076FDC891800CA297B7CE4BEF149032,1,1,0.8274028922150535
E3530276F259EB681821F7B8C7D32B62,1,0,0.14537045914953342
1C5FCD01C6D2902AF47A0C40DA043AE0,1,0,0.12218799015193425
E2551B69A0940465CC6DB75F84DC6B39,1,0,0.01704116935480605
6079E6DA93F6409DDB9C6CEBE2147A4B,1,0,0.129956687651514
9DB4E65129BBBCC19A43738E01983037,1,0,0.2751915917731383
9E617DFDC49CE425C06072169FBF35E2,1,0,0.08015905389972107
75A4F877F978C77A91895D09346D5B10,1,0,0.19116418042152694
1D51DFEE0E7BB943085CA45E9F0A1E1B,1,0,0.07318837897840427
64574F86AC8FCF815287681D4301399B,1,0,0.03474652402601899
C2376EE6B8ABDA9D42CC487E14A41B44,1,0,0.27115835335395017
12BC970F30356B88CFC8F226A79DE839,1,0,0.2150111750103551
8A186DA960EABFA32799B305718B44BB,1,0,0.1186289017247689
47860AF2FAE1E3BE2007D05B8DE7A72E,1,0,0.09665483525142363
80F66F411D5F2CE95E1E96115DEA4DD7,1,0,0.24952855315547082
3391B26D7F0BB7D1D34C9A12FA0F39F6,1,1,0.5422152871128236
389817E04DC47E70572AAA9D4651BD4E,1,0,0.2711931236801085
5FB75630AE956EA9D5978E1FC7C75FA6,1,0,0.20095203499251893
1D593809A8253365A0385894E1734960,1,0,0.13255617768501032
850DB31D373CB95A5F0616025CD95F25,1,1,0.37588669294651583
107323A182164E600268471F326AE2F9,1,0,0.09323888544802648
738BF721BF8DA7D6EA16BB1756C1AA13,1,0,0.08009237934371552
1F7CFA116CE8F70AD0FE4C2DAE6A46BC,1,0,0.15472681316074186
05255895C523A8E2CF7B9F592735C088,1,1,0.44929272710111323
00855AAF5B5E7CF11A5260D3AD50B7C8,1,0,0.2027570939725319
E3FE7F12034C1536967B77FF8D98589A,1,0,0.22047050560680762
4DAD8184D2EFF0A5E3E1620F47B240A2,1,1,0.6665434792546012
2DAD165F26724F2F05BD6D4E41610622,1,0,0.050086969511277765
42084C1098984A196B73390B1B7E5E49,1,0,0.24997706772216396
3BF175B5C64C487433127F3E704CE4C6,1,0,0.1769882255611625
066D5A56EFEDC34DFD45E062F3616C0A,1,0,0.181490462191216
00F61042F73D7816217B730996412CDF,1,0,0.22078186551991857
BF3AF0F418A698861C7C1E240E94D1D8,1,0,0.0846227317034051
AF6160A2F4D1C781F2E53CE3BF20D1FF,1,1,0.35104684623334226
7CB99B63431A99173A069A14A3EC4CB8,1,0,0.2266763927240912
19B06A8DA87FCC23320D34BCDB304ABE,1,0,0.11144359312669232
70AA17144CD1050BB4F53EAAF04A7831,1,1,0.3627302483028559
267A838C69D90CDC360B6BE96C32514C,1,0,0.09318960599320074
F978E37F07DFA876D39E26A93A48CF58,1,0,0.10393461843251152
E01AEAA994CE76728B36AFB3343FB702,1,1,0.3710411582986958
DD84D0147E3EE75CA6169F9F1BF47148,1,0,0.13646950134478245
0F3EEE9E635AD8BE641C15C2DA373EE1,1,1,0.4117144628189585
F89D550810D328DDB62F75BDDB533F95,1,0,0.23254038145226769
401F9CB3E844E131941AEE1C6E5E85BA,1,0,0.06482085305890528
5029B366625D273542878DD3B652740E,1,1,0.37611876561085467
A00022708F69776B9D49F6398B0EB454,1,0,0.161153901247412
2396C281D1D04FE843A8C23BB2F624FE,1,1,0.34892970425703207
051398A18F85E34EC0B8A833C8D160EC,1,1,0.47225604539782823
468E731BDD5836E7BDD93C133444612F,1,1,0.4327385102231585
607F9125618B86B1A90E04A181CAABA0,1,0,0.22790462441299783
67CF1D105EE94B3444DF605BDBA36CED,1,0,0.12026869820691409
E62E112E8509E71EB2E1215B7B085E36,1,0,0.12018433363508176
CAD5647FA70FE0A72EAF14AB46507229,1,0,0.27864042327245536
588AC4CE39A09E67BCCE005DBAB432B1,1,1,0.588569395005287
85B194D5F76D9C66A42A72DD2547EEE8,1,0,0.31717198546750885
7F7DA54C9D5D1BFC8BA08A77038C58CB,1,1,0.41212825224448607
E3619A22B68F3448A4277A3B4D19C644,1,0,0.11547249250793838
810CBCEFF3722DF41AB927DED6FAEAFD,1,1,0.4931839174469268
77F2AE572B9E78188A3A411029EFC1D8,1,0,0.11939861981165058
26E3A942DCF86C77117F931AEA73BBD1,1,1,0.4092044548390408
434281D5B6A3BEB6F9BFE02B90B17E31,1,0,0.32406686097306975
44ABC842EF8763D10256A2C49D224BEB,1,0,0.07032756162317362
B9FACDB7FC23038BA599F503797AA362,1,0,0.026120828864533752
AB8FFF7B6FD05ADD0ECF4515305E4773,1,0,0.11002078344815368
2FB08322AEC0F035A4BA7E103D79950E,1,0,0.1651328281947008
6568B41CD5113166E7FE87B43A704A87,1,0,0.22386412095703118
FF82828D2D7F23E0CA6CCD11C37F66F1,1,1,0.6294643615269216
38EE4D1D12D03C1A7D534F37E5B430D5,1,0,0.09096820190312588
4D0C1A2476DB2FD46AB1E39DD54B38EA,1,1,0.3920359798161573
8376CF3F53575B8F69DF7EF62DEED4FB,1,0,0.12996809594502423
CFC7C75E0A033C15E46875C217146F64,1,1,0.3405662280303399
6FDB63D74BAC34833F2330EC3C897327,1,0,0.2354683010660793
9F01F3A14F32E19FB9A4AB8F2ACCAACE,1,0,0.3118425808697504
985F3818CFC20B781F3CA200300B6F1A,1,0,0.09221627402228377
E48A0F7E9BE3E0E5ABEDEBB1A32492B1,1,0,0.14122616346833486
0C7F9D63727293933BFE4B03588F6C92,1,0,0.294311345069455
0E71D2B1635940FA70D9C60301DD02B3,1,0,0.04614310994597303
E635F4CB5B7323583766A5E5D137DA0F,1,0,0.16185101572346353
AC3C72149E35FE7668568057A0B601C7,1,0,0.28549903992575887
11000A1CE47BFCA779E5E19C057B087D,1,0,0.31358451024097106
2836C7C32FAABDB89E7BEC940F7C8D38,1,0,0.04745942047866701
7E7562AC852F29AA85B17C203B099FBB,1,0,0.1121264930507895
77C1B603445DEB632E40BFD5E5E0EDF0,1,1,0.4950216696807191
2131983A2387FAEDFA043FB176DA488D,1,1,0.3446576288936497
46CD68F54D9DCC6E76B673547586B0B7,1,1,0.7571802654045532
DD3FAFE2395D65DD19FFBBCC6396F8DE,1,0,0.11050674135771332
DE032FADD5CF57BCA9BE559F1166E15E,1,1,0.7095499714708638
FFDBA3EFEED175E1C1305C8D4813F71B,1,0,0.22485979034357398
C56BC1546BCB3EC2FB02110826CA2BF7,1,1,0.5801645987075068
6B3A5E123C58D03B726E552113A94364,1,1,0.47802970581164744
1CC2E8EFE956A89D0A808E7CB2A91159,1,1,0.4509569950781239
85D3BE5D59A180099D4BB5018314BE81,1,0,0.18096688996220797
A3B7A05BC644A71F57FA214D4ED99C5A,1,1,0.4614081960691837
DFD52B8BD3BC60A52A8D485040485CF1,1,0,0.146521023030489
C34812C302DF555442DA1F8DC5F64642,1,0,0.3068638205898544
C35F304E372365CF7760EF11AB0B50D2,1,1,0.48546599256787953
62C7D25ABE18B5A48ABF09A9A642FF17,1,0,0.18953895516118477
FC90BE49A5E554269B8CB2BCCCC92341,1,1,0.6466326390595096
4E4B6747368EF1FFE0307DC774B8310B,1,1,0.6601143922368288
98FE332A77324C152E1519D6C4D463A9,1,0,0.14481802815934727
7F61B640D27FA34CE13EB7DF26A8B1ED,1,0,0.22590309054303803
3FC69C7D10403D5D1420E3CFF457B5FF,1,1,0.4705367487364139
8043D4BD1DF5C3D7C6D1002C2A7DE3BC,1,0,0.10079903346234793
0D2051B9DE2A9434B5E62B3E7BC447A2,1,0,0.1907418647897627
DF58F779D27903A9D25D81A78F7761B7,1,0,0.20199982815394907
CDF33113E8B81D600A8662760EBAF0C1,1,0,0.2304560729750399
6FC1E1229FBEE0382A652FEC7EEBD5A4,1,0,0.060668626392964664
29D39C7C3EF48A8CFE0DF1A59FE33EA4,1,0,0.25867644203008716
5A5179547CEF0E72FD862D87CDC76421,1,0,0.061466782123002967
A1B9C08702585874AB4AABC915908B99,1,0,0.11563303920510858
3FFC0B5F9F5C189423F6C2E05AB8AAF2,1,1,0.44070377106733055
BC498040EE696C833F89F78BB578B93B,1,0,0.17691718381354765
C9017127876A79F818805CD136BF602A,1,0,0.22919131367163226
7013543895F25FBE18BF5E0B18EA9B9B,1,0,0.27315861513451245
80937F43B6915CA81CA214100DFA43E1,1,1,0.3778543245135648
10740E05541378EAEFA037A28CDA656F,1,0,0.20837191985297965
15B335A7D4BB23AC3AEC3CE19026ED08,1,0,0.19153513254899057
91CE5F25F1F076A2A19999085512BB27,1,0,0.24757365014660798
EDEE9484AB19B06B02D08BE85FA64B9D,1,0,0.12127864620123874
B949FC575C06458C5FB34CC8DEFFA041,1,0,0.20674110062340875
DE9959333D3966C6B13EA1CC1831125E,1,0,0.3283233548351372
CAAC6713C38A0EF5B28741FF86E62D76,1,0,0.3369723269544492
9A25D8B446137A79E94D3C588FDFD7F2,1,0,0.10576080800181042
010EFF7A16C2531920C69D92E8943C99,1,1,0.6655301028393976
A0CF4D1E9E322192211864A4581DD67E,1,0,0.30503719632207854
BC49C5FDF7BB737305EC6F01BBA36AB5,1,0,0.06677124584095233
B85A290CB64F4A800EF290E1C15E4E82,1,0,0.2622028337500806
BD55D77ECF74A7A3BBAAEF7E85E3810F,1,0,0.2534729325789626
6BB1610007F7C8DAAD1E4C55AE24ED17,1,0,0.1269116220244156
A810E3128C6B6BF27B552554FC2B0B37,1,0,0.13687668395318367
FE4153A71A7296019AC185101703B334,1,1,0.5662765205851411
A3C11A79F356919F4C4F5339222EEDA3,1,0,0.2680907277168174
C81D665A2AED622B41260584F4F926CA,1,0,0.0898193446942978
0ED092072678C9568DF82CCFD45F1D7A,1,1,0.7372440286797577
556D56AB77CA9C935A205B8BCF6E75AD,1,1,0.5410730774465018
08740EC1B717643A54E2D8D1120A0484,1,0,0.20172556097016284
BF12840701C492DD83AAF7765948E99F,1,1,0.99529792511571
4D0DB6B0E19EF683596CFFEA441AF5BF,1,0,0.037419504353789296
501C11B20607744791E3A23FC97DC2A8,1,0,0.27670236170514745
7BA88ED0E74E78246386F735EA6778DD,1,0,0.20289448819577363
B96A76DA38483E8D4C4AFC98EB123391,1,0,0.22669132873060024
760D25CD19BFBC0EDD649F83D1EB6C7D,1,0,0.17063719619996304
79460FE8E7F050420AD99509718FDA8D,1,1,0.6014421040639177
33FA43FB3B2B3694376B9614010FE7E6,1,0,0.21249652006699082
1B09B372EDF641C29D7C582CC37517EB,1,0,0.07098628223860992
25666D5D6561A711DB59D098C4A01C31,1,0,0.06814102586310869
2CF1C6EE6E3A009A13BAE2183C55B2EB,1,0,0.32558521315697225
8E5473BBD2A0E6DC92785379D81ADEC8,1,0,0.1525725781386699
A1711F0F5C0F3700E84114755D91F81A,1,0,0.21428565325328516
608C60054F3514C9018750B7977A1865,1,0,0.08717820712123908
E44EDFB2183ABF95746CFF69B1666091,1,0,0.059539199423284735
D2A9047406871FC804DF43EEB121DF41,1,0,0.21490680103644508
29E3D8D201BD436A0A8CC7EEA66D4A93,1,0,0.08670048475590673
F4B0559388B266EDB991F30AAB7D9025,1,1,0.3650020314614308
899690D41A0A1B54ED13B3421626CC86,1,0,0.014474843834245703
7D6DF0C1D3EA7DDDC6FB0744D0C8C4EE,1,0,0.017581504100689833
F59BE36FE9F67F8D977D1E16BDFC6C71,1,0,0.07542658711069207
7273A61FE1DAAF4651EFD9BA949ACE78,1,0,0.31090193497433244
873227D6D638CACC3C0BFAB7A69ACDE1,1,0,0.177595758723283
45AD6E84D05895A88A9176B3258590BA,1,0,0.26683521918287834
CFA93332D48E2D91618422DAB8893B54,1,0,0.10959785964731619
C30B6C56B94F2041E3F5CFE928E82136,1,1,0.4233834447279135
37A2EFDF4B01660C36F79E13C62783C4,1,0,0.1218152869229158
09882A7662F9DBDC6A2D0CEDD33B0E93,1,0,0.2348890352782119
1DB061ECC527452347EC3430170F15F8,1,0,0.2419372980796201
F1FEB3EC7132CCE668B95D525ADEEEFB,1,0,0.22047146802493556
1BD938332D11AA5C3857FF1D28D094EC,1,1,0.4300793673598671
0C28A44B9461C01B6C0ECD7AA609FEF1,1,0,0.23348746750705118
9EEE04ED73E7A2F90BE2E81FCE2EE853,1,0,0.24215061445296457
FD5433386E6BEC2AFD0ECAB6BB04F4D8,1,0,0.049208651048127446
17FBB72C1F153C8B5AF3AB5C5942C56E,1,1,0.5502592024380714
92997E7562DEF72554FC69AF9C637A20,1,0,0.20875426090156887
8722C43539834A5D7AE0B7B10FC4C847,1,0,0.2811187948829476
BCB766495C388AEC9B410988B21F09C6,1,0,0.23338714627526777
DB52818CB7739F65441623DB590607FC,1,0,0.06366054351780082
2FD3A914EA4A0C745CD8514350D6E527,1,0,0.17563420066646215
5E0B1B2775DFC4069DE9597B5DA6C0D2,1,0,0.12357500402583746
91D376CDF4AF817D58B2B83AB9FEC8F9,1,0,0.1591019534979254
187C6BCC6DBC1A9BFBCB7F537E27B6F7,1,0,0.14776971012510073
8CC4E4061D1EA62A16C2CFFE91DA3D66,1,0,0.14491328616909907
71058D8DD86EA2EDE7D31D08B6EC2404,1,1,0.44232248775963773
56EE75DE880A35B8D014BFCE823889E6,1,0,0.007408482148644795
81A87564064A247083913172424593D6,1,0,0.09017815396722412
A33AB40BD8E5D3673A21C5D9A5BCB247,1,0,0.10077712484471063
DC6811DC25692D124F8BEBBB756274CD,1,1,0.4321916340035956
8C32030B9379E260C417A0F565102FEB,1,0,0.03793734526034638
60B7B4AF98E637FB5B368D8E3CE3B365,1,0,0.16646512974078603
E7049A25C00CA98EA9A9B2C6E09AED54,1,0,0.25502638978831554
67B861515B78DB2B3B08C32E9D27066C,1,1,0.4062445131552571
DEA5567AAEE702232BC866F5A217BFB6,1,0,0.3093555540732993
8559868329E5FFCEAD2216133DA9928F,1,0,0.06335635739409712
3F67EBB424E6E0B43C6B21FDD10DD076,1,0,0.14626759183908694
C4F53A9A70809AC76FCE93DD6425F34C,1,0,0.24297960522183695
C048112D639B6D39E2C9813E1D9E0F6A,1,0,0.19680629538729033
50153A79238D0323B05876D7E2F1D291,1,1,0.47359895290406984
C752875996737ABC727F07691F9F51A1,1,0,0.2564941659673403
BD01519FE54F10835B74C03319FABE57,1,0,0.16768581690588102
08E74DC0BFD51F764D86C5D9428016C7,1,0,0.19125286087516596
29E4E9305E44AFC52F342E66C4D38467,1,0,0.3183105687765931
B29417768E46160968DD006644282D59,1,1,0.3700201412936701
99475CB6FEC62DCFDD2B04EF2D4A784C,1,0,0.12234235593249951
6F8824A825DC9D2D45C810C74834D548,1,0,0.28691395890265636
58F90C5F6CACFDF15E317F2743AAE8E9,1,0,0.10857399561681128
6F91AB354E016F6C257DB3A83EFC515C,1,0,0.07794550153211839
B3824589887CB60E3016B46DAFD7BA01,1,0,0.11114797119875877
D9701D9EB82192D317878378E6E766AF,1,0,0.04433527526032978
