source,target,weight
62,26402,0.842877369807323
62,14058,0.8362663068765792
62,7446,0.7917936308432466
62,13505,0.784572937567939
63,25997,0.7683029334155022
63,28605,0.7220944565297973
63,37450,0.7135914861960851
63,34261,0.7009990919437098
63,30881,0.6596662733871095
64,4020,0.9311357550171027
64,1164,0.8402672541587662
64,29360,0.8196281265420773
64,26205,0.8091836646978738
64,5418,0.8022371789693911
65,25356,0.9391511117127038
65,25509,0.9194306209456765
65,24104,0.9108721134980435
65,22482,0.9078496498178679
65,25568,0.9054491906141743
66,14721,0.9011776793030757
66,2314,0.8829731733361306
66,5485,0.8696507026909706
66,4078,0.8656699199620714
66,13996,0.8578460352055951
67,7719,0.8565085985641443
67,6347,0.8491045203858033
67,8140,0.8440150175598357
67,16097,0.8426750578395851
67,7713,0.8179008619270851
68,57,0.7148397405955688
68,25698,0.7014338798944402
68,11257,0.6881409089703789
68,9725,0.6713212700322264
68,1071,0.6638977982370728
69,22830,0.9564987023338334
69,18784,0.9522088449740072
69,22969,0.9441611080971287
69,23699,0.9351660033418654
69,21773,0.9298749875089317
70,38387,0.8571219873113625
70,30226,0.831706206138167
70,35429,0.8253159151698061
70,17370,0.8116257458809182
70,14024,0.8113628775650683
71,23635,0.8210609318039161
71,7778,0.7997199895042844
71,5611,0.7909572855469171
71,13671,0.7903959607894508
71,24691,0.7835650187671946
72,16377,0.7908205382220754
72,11900,0.7394525584477181
72,14378,0.7327114021567551
72,482,0.7254078572981307
72,39044,0.7118640789272209
73,25702,0.6385573267785314
73,34296,0.6335056344864473
73,9,0.6324875668567056
73,29647,0.6305533079694225
73,23388,0.6080801420534935
74,14603,0.8090250312480359
74,30823,0.764112103803038
74,30612,0.7553340584164142
74,31261,0.7534908829258531
74,29889,0.7390216825692713
75,14005,0.9327941981903597
75,15280,0.9314721190416354
75,18796,0.9258006887227785
75,18082,0.9225453291471569
75,15312,0.921985396586481
76,5678,0.854306727441036
76,7235,0.8511380630136599
76,13784,0.8470193478366587
76,3585,0.8258380641011215
76,36281,0.8231455654610077
77,24432,0.924935193274359
77,24164,0.9210202691672346
77,23986,0.9043549646185312
77,24526,0.8953227811417301
77,22600,0.8952959509528949
78,3747,0.8645826973126655
78,7217,0.8602474035482922
78,41171,0.8320514913558419
78,4317,0.8257870620423347
78,26178,0.8063669074939668
79,14096,0.8621264661522203
79,9531,0.8599382521638305
79,1595,0.8582248760029942
79,18534,0.8556654998932935
79,18971,0.8551231634508176
80,8594,0.4577579914329967
80,28852,0.37244665256424836
80,266,0.36308526020063714
80,264,0.36262000249266607
80,84,0.36242796921520043
81,11642,0.8976935500954569
81,24433,0.8789689249551038
81,30209,0.864237696310024
81,29437,0.8628511790148262
81,32679,0.862679531423321
82,2304,0.8369186595135102
82,21738,0.8223066111825428
82,1955,0.8157230168910212
82,4413,0.8022072587281338
82,10531,0.7780530159356431
83,1866,0.8792118256740948
83,3732,0.8335436522886301
83,9376,0.8261774103533925
83,15876,0.8148423240425554
83,3869,0.8142373939648397
84,2927,0.6376268303602931
84,25845,0.5004021693864695
84,26013,0.48044222742268533
84,28987,0.466802557002651
84,33695,0.4641722595177076
85,4115,0.8556661435015753
85,5588,0.8467694786530143
85,25205,0.8378959877092788
85,14563,0.822532127373179
85,7018,0.8209696971949144
86,2049,0.9068354566233855
86,5548,0.8947717698020243
86,9283,0.8502821540869188
86,14309,0.8350208045659857
86,6683,0.8154869844644868
87,10227,0.8540246045214546
87,5741,0.8362456615871873
87,9346,0.829907944278536
87,9111,0.8038891089052406
87,23409,0.8019805125717132
88,230,0.8680166643580479
88,1592,0.841269246790265
88,19539,0.8294526851591493
88,38167,0.7905595638390155
88,21105,0.7835171207458136
89,28402,0.8230873168744749
89,34726,0.8215938489726996
89,33960,0.8197406747682523
89,34654,0.7987393221758379
89,28048,0.7931462449934866
90,13076,0.9541111119447416
90,10192,0.9380169156957278
90,1640,0.9372388166840724
90,2772,0.9306474795516879
90,12139,0.9247344321603593
91,404,0.8065071388764954
91,27602,0.7683961892032638
91,41934,0.766620737728136
91,11318,0.7539497535109583
91,38633,0.7482141095796883
92,1965,0.7160650685733797
92,8920,0.6952613491346026
92,24153,0.6951697101505667
92,14103,0.6900259949478124
92,24130,0.6891786931218944
93,26686,0.632400944485199
93,7317,0.6092706028931886
93,33484,0.6021424867777101
93,2509,0.5996328039974212
93,3307,0.5899146986173046
94,5232,0.8891568260587815
94,8735,0.8777699448494122
94,6539,0.8579821270664545
94,27013,0.8368192731713591
94,6405,0.8314345142394921
95,1198,0.7471469081353275
95,1482,0.7417593785496137
95,24040,0.7178993216015205
95,25529,0.7072948059117883
95,9,0.7008674380120131
96,19812,0.8309921417007141
96,6721,0.8041976706321783
96,8605,0.8030451775382038
96,9942,0.7974087049194051
96,7557,0.7906362190424138
97,18453,0.8142708684634264
97,35821,0.7921641644845454
97,24560,0.7867631034543566
97,105,0.7866299022242147
97,1817,0.7767417828356216
98,10155,0.9513106344974971
98,2220,0.9292529090058682
98,3705,0.9248509504478246
98,11491,0.9182038957138856
98,14795,0.9161124785938592
99,4082,0.9022711932349631
99,17885,0.9015944703881095
99,42212,0.8909046340627178
99,8098,0.8587463396097096
99,4758,0.8504358222878191
100,39258,0.6203456346632851
100,37309,0.5518342376413223
100,8321,0.5453108762364155
100,18150,0.5445690810191516
100,26453,0.539967737825784
101,470,0.7946052649960297
101,11954,0.7825941584707007
101,3672,0.7489824186665484
101,18482,0.748275915579092
101,12742,0.7393483433000646
102,19305,0.9210733673213223
102,13368,0.9208558809029748
102,8718,0.9161283080121357
102,24627,0.9136767539664791
102,14041,0.9094076184016295
103,25393,0.8530755836035152
103,9381,0.841287440891859
103,25653,0.8373610963263097
103,10646,0.8269516898090917
103,10261,0.8018458216916756
104,9517,0.7168109758200454
104,37794,0.7120517432503072
104,403,0.7115624631543329
104,10287,0.6995854712284286
104,34937,0.6938215576672576
105,1249,0.8478454648064568
105,31557,0.8407569194597271
105,1817,0.8366503543131916
105,31702,0.8341200999149894
105,529,0.8257621190718808
106,9596,0.9303225464883192
106,3611,0.9254292242915457
106,10297,0.9158441680664755
106,5047,0.9149029454131129
106,3065,0.9116473124442906
107,38700,0.8707465936390472
107,39726,0.8583774737349265
107,35704,0.8147203779253717
107,35147,0.8123091980836472
107,33899,0.807879225808817
108,25691,0.6396039538099874
108,6041,0.605546780692216
108,6498,0.5841466707955207
108,4045,0.5571790784070355
108,25855,0.5442532747645359
109,3506,0.8985411756864212
109,25250,0.8891306094374238
109,6067,0.8750603756946017
109,6943,0.8681003467149767
109,543,0.8644516662893718
110,23734,0.8773259977523871
110,21030,0.8661699469132967
110,33013,0.8646424816299675
110,8907,0.8483732083155114
110,10315,0.8339134154670459
111,789,0.827901892409902
111,2186,0.7749494114887463
111,4027,0.7653763482499699
111,5227,0.7471362947246499
111,5482,0.7351139570417897
112,3601,0.8918153242168194
112,22765,0.8792784528687612
112,25152,0.855798493502563
112,24762,0.8447231254443779
112,24051,0.8285448861095065
113,368,0.8884241412240567
113,5553,0.8411577530155964
113,6003,0.826227650036591
113,16652,0.8224083954830691
113,26821,0.8123036983814775
114,5508,0.8988234045811901
114,6031,0.8953731426018892
114,1775,0.8764472312942958
114,7483,0.8724726999111956
114,21792,0.8695509615672927
115,29109,0.8514560208203141
115,22209,0.841092300234914
115,21207,0.8391035780809576
115,5500,0.8311282565834464
115,6906,0.8257580440282253
116,1167,1.0
116,606,1.0
116,575,1.0
116,824,1.0
117,25347,0.8963894069647262
117,394,0.89353522117852
117,16161,0.867497119482389
117,1048,0.8621213244113536
117,21994,0.8603043048750284
118,26224,0.8556826614701165
118,6624,0.8256464391883905
118,7284,0.7731500360576175
118,381,0.7671243538571973
118,36818,0.766631866259801
119,24099,0.9010220212928853
119,7044,0.8993027338638003
119,4292,0.8884694826769329
119,3407,0.8813585395481395
119,4059,0.8812799755606084
120,23503,0.8270907382952252
120,26324,0.7821891827238844
120,22873,0.7785103164584988
120,21943,0.7717109279643373
120,19459,0.7713794488519065
121,37991,0.9367185268065887
121,26822,0.8818614440070399
121,11883,0.8727632288503241
121,2657,0.8572825832772007
121,7952,0.8387270666176012
122,24465,0.7927649514741679
122,19291,0.7843480943635092
122,8367,0.7516298834832539
122,11785,0.7308593752717909
122,3736,0.7304431708582134
123,26141,0.7936988473080635
123,30283,0.7175151437939897
123,11185,0.7059050359571605
123,12705,0.7047787485742285
123,34518,0.7020289695117711
124,6404,0.902191687901762
124,23867,0.8755673463005079
124,24733,0.8738019507091421
124,4455,0.8698807465156985
124,25235,0.8619950325025058
125,25583,0.7727628354529483
125,3083,0.766742670439944
125,2489,0.7626287726284803
125,174,0.7484915381794254
125,24741,0.7282899885523765
126,26559,0.8810050297743002
126,16087,0.8462517202037276
126,9871,0.8420165028267903
126,15114,0.8312858599142573
126,5602,0.8090891451646788
127,128,0.9357280928414001
127,19831,0.9325931681972878
127,7487,0.9322475757020118
127,22161,0.9322051695892494
127,21707,0.9319116481530377
128,127,0.9357280928414001
128,6886,0.9284310770450813
128,22344,0.9263576415931457
128,22161,0.9249206555927721
128,20119,0.9249125889316074
129,4750,0.9550896357155285
129,7250,0.9373933113107696
129,7322,0.9371261267186016
129,5909,0.9276972853161294
129,4257,0.9254421055062277
130,9726,0.954746104978751
130,22639,0.9402289889312798
130,18272,0.9331450796735664
130,1531,0.9325054839983451
130,18835,0.9309038803633763
131,16097,0.8422750847284569
131,8673,0.7996974976237988
131,19291,0.796293918836459
131,8140,0.7784236540281977
131,24465,0.7723720870863897
132,18,0.8368135369763576
132,7479,0.8042049867688774
132,3188,0.7941024690373715
132,11094,0.7929896254312203
132,19376,0.7744977896329477
133,409,0.7351542820689739
133,23919,0.7272421064712687
133,9873,0.7167410919360716
133,9028,0.7136922143426535
133,11648,0.7130156752001382
134,20417,0.8546576678821473
134,32583,0.8370994058205508
134,336,0.8363796393851769
134,3685,0.8341101581219249
134,329,0.8166616744619102
135,7055,0.9411367749366544
135,4611,0.9286615614884978
135,11378,0.916480459171918
135,3761,0.9014611378543904
135,3421,0.8963594373492264
136,25488,0.7697741865434107
136,1093,0.7292101435227608
136,23753,0.7236825064947331
136,25030,0.7214137845673901
136,16869,0.7160978317921791
137,32922,0.7856541534886394
137,6775,0.7762752524142711
137,25249,0.7329938781421949
137,25524,0.7160657897929882
137,5479,0.7148318282033678
138,36092,0.8116740876279848
138,32849,0.7731580909800595
138,28192,0.7718369270217981
138,24245,0.7697195678167893
138,1893,0.7690602763181363
139,12828,0.8819078430840959
139,7305,0.878239812042655
139,25297,0.8723530903307413
139,2624,0.8710396009617313
139,25252,0.8608242153138426
140,24495,0.8712531476552545
140,2659,0.8370883138997712
140,42150,0.8209238938851231
140,26324,0.7995158129998825
140,14922,0.7868325837060601
141,25988,0.8578078670613687
141,725,0.8379454316920067
141,5764,0.8318493543358196
141,5809,0.8142945458080826
141,39876,0.8141949400839138
142,14886,0.8593592294301047
142,5183,0.8583552172498552
142,13659,0.8462760253165341
142,2013,0.8398375547712487
142,12206,0.8329249232929079
143,144,0.8248945061879602
143,22351,0.8121538419855684
143,24756,0.7911476001952075
143,19338,0.7796451044235216
143,17396,0.7537205597246647
144,24343,0.8417018265702256
144,17396,0.8373587506450071
144,143,0.8248945061879602
144,22351,0.8229109738083641
144,7846,0.8138606452767783
145,192,0.8109069734793504
145,14153,0.7966198801880345
145,12958,0.7925274766214362
145,200,0.7893767788429343
145,40226,0.7793892574874612
146,3690,0.9430709738919681
146,6130,0.9172792956556384
146,10784,0.9121392189784496
146,1296,0.8675206534808193
146,1356,0.8629073018252776
147,22764,0.9197178351254948
147,21784,0.9053976499026744
147,19955,0.8957179606195222
147,17153,0.8921260334122619
147,16628,0.8891678223107687
148,6659,0.8810818358182129
148,4383,0.879939331866911
148,7935,0.8521661553789327
148,582,0.8470451444621423
148,1561,0.8353688213189205
149,39469,0.896095108855165
149,27783,0.8741384142459141
149,40348,0.8674759869868246
149,29846,0.8416531488758012
149,20833,0.8399055992322741
150,12544,0.9017473576973236
150,11473,0.8895745570427452
150,3369,0.841077223895309
150,15417,0.8397054810460342
150,11710,0.8280088891365829
151,15555,0.9850777402735851
151,19675,0.9771690376393279
151,15102,0.968078198240858
151,15201,0.9662755368243002
151,18676,0.9568209272314914
152,64,0.778576339563038
152,4020,0.7772579463209648
152,6205,0.7459564902609896
152,29360,0.7444232467290847
152,8735,0.724076674816091
153,16377,0.7516138764668419
153,39044,0.7139579882014446
153,11683,0.7131374996815317
153,2462,0.7030706453431693
153,19474,0.6939529173484753
154,7267,0.7501084256874312
154,3086,0.7445078320224944
154,19888,0.7290205178133646
154,4194,0.7287772141392374
154,23895,0.7171944358486061
155,30027,0.9204052704597377
155,30251,0.914206671725181
155,40516,0.9072076539511185
155,30488,0.8997086652038708
155,29357,0.8963041877800603
156,194,0.7676198113163113
156,25887,0.7513197536228154
156,25462,0.7430935037564133
156,357,0.7314422086113109
156,12373,0.7274339085455708
157,12529,0.9471976638596215
157,1849,0.930914263911737
157,12018,0.9280494124857379
157,7205,0.9177125939218396
157,7492,0.9021879388452705
158,39009,0.7610782767190335
158,26199,0.7594318472653477
158,36997,0.7187803760440837
158,41771,0.711813041582634
158,17981,0.7039929512689842
159,4097,0.874747725145308
159,10065,0.8727373601938373
159,3,0.872017432135132
159,7344,0.8664571045030008
159,11742,0.8649194632898536
160,854,0.8808672712531292
160,677,0.8779893194239685
160,6229,0.841675110173939
160,10778,0.8295753366613149
160,3631,0.7865826353513017
161,4195,0.792402167784178
161,6660,0.7792102468290444
161,10576,0.7754388022063738
161,36416,0.768663705842349
161,5816,0.7667770480252925
162,26097,0.8947653873769876
162,366,0.8869473448878403
162,40526,0.8493209188606606
162,6674,0.8160925877242122
162,20283,0.8088902264687194
163,27759,0.8252608664827952
163,13488,0.8110968859742937
163,4582,0.7635864324572826
163,12710,0.7550577153050525
163,26530,0.7509140153239329
164,22330,0.8835243953314055
164,18758,0.8770481800657489
164,15626,0.8727313738236391
164,19691,0.8726230140632233
164,21057,0.8697569242848457
165,24040,0.8041519915381162
165,23987,0.7592514186575331
165,25597,0.7242818693914457
165,4725,0.7213226993861095
165,25414,0.7174339226092923
166,13270,0.8973651315487988
166,652,0.8899935006309774
166,4892,0.8824817401173715
166,10874,0.8784635117434109
166,2716,0.8680427758367953
167,15493,0.9312925820432733
167,4404,0.9297465105939912
167,14271,0.9192550860313853
167,19410,0.9143394745277981
167,21111,0.9137280142486544
168,11387,0.8286787327450373
168,8522,0.8272119422267221
168,42,0.824923279637604
168,20873,0.7999112562096955
168,9477,0.7958633412185739
169,5720,0.6535439468538293
169,25773,0.6395669818173442
169,25784,0.6104184569822274
169,3055,0.549911149616198
169,8053,0.53357596354532
170,39151,0.7163398932723722
170,30065,0.6987918741064932
170,7112,0.6668914948253692
170,1410,0.6573750496295319
170,17549,0.6543351291823939
171,17198,0.9470477744113155
171,12273,0.9314965867716015
171,3816,0.9248799931651391
171,16254,0.9227698611991884
171,6262,0.9210198891082936
172,283,0.7969254346436995
172,5690,0.781617894893768
172,23171,0.7808989689921012
172,420,0.7668385660663788
172,25247,0.7458402475774285
173,6146,0.8408993674103414
173,31597,0.7549656421892602
173,19534,0.7263534478218271
173,17032,0.7257666687092446
173,18992,0.7203396995657539
174,26802,0.766094022409028
174,125,0.7484915381794254
174,24909,0.720041330844818
174,25579,0.7078538325935148
174,24939,0.7019096114615607
175,8187,0.7842957586140417
175,26,0.6879117342649916
175,3697,0.6702208767858642
175,24478,0.6531530500168417
175,23119,0.6386173349493889
176,10065,0.9165317263427812
176,12874,0.9090999561119815
176,14392,0.9029880823388616
176,4097,0.9025643957215724
176,8100,0.8999468578976861
177,34035,0.8060017145025637
177,21358,0.799574421917529
177,9594,0.7976852091971296
177,38233,0.7841400428625972
177,396,0.7742120196595105
178,29883,0.8024096960974064
178,37378,0.787610694288137
178,32756,0.7549534624168184
178,4540,0.7505939426647215
178,40230,0.7471465345341468
179,24180,0.8564642272934534
179,25593,0.8450023080143022
179,19809,0.8311579681922281
179,24978,0.8304676328617798
179,6330,0.8083753323817762
180,24824,0.47217325877612276
180,10318,0.34128688245298655
180,21934,0.33464807038170297
180,5403,0.32874974676434743
180,6858,0.32512344679814986
181,25259,0.9431801894059432
181,24798,0.9229623196776918
181,25069,0.9096802508077902
181,24734,0.8981728317011173
181,24985,0.884586399893833
182,6157,0.844606584768959
182,10313,0.8042763799637166
182,17370,0.8012695260102778
182,6757,0.7938561578569602
182,18987,0.7900432413826013
183,26308,0.9173242355093002
183,4002,0.9104738914840005
183,19227,0.9100365382309118
183,17065,0.8982855805469575
183,4144,0.8982796202972587
184,34691,0.8762511392390488
184,28546,0.8726866193772317
184,39616,0.8331276376433253
184,765,0.8305841039568206
184,27971,0.8209989152999033
185,25779,0.7539704265993552
185,6015,0.7202326476197841
185,30283,0.707573484059864
185,36920,0.6994978272319357
185,2807,0.688596502057376
186,14982,0.8844108620241894
186,8959,0.871958483955797
186,7336,0.8559699852394714
186,14786,0.8519460962693459
186,13231,0.8363256376780028
187,23386,0.8227853695185422
187,3856,0.8034638423353503
187,6585,0.7960174110017196
187,36913,0.7913090468621657
187,13491,0.7848347882596624
188,8464,0.8666237353156606
188,34470,0.8589421630086057
188,21058,0.8529867851926197
188,12301,0.8483734416513686
188,1177,0.8370710427045311
189,31075,0.8995911406295506
189,40984,0.8928599910363942
189,18661,0.8858647345257812
189,30771,0.8843101547079361
189,19401,0.8827068158076511
190,25542,0.8012375821522186
190,13778,0.7979936043006449
190,25122,0.7424798293682644
190,21114,0.7237940291296348
190,25511,0.7191768546698462
191,27744,0.7498919108856444
191,24958,0.7409700108551689
191,31395,0.729003974798385
191,24909,0.7274878104322168
191,1231,0.720299494104093
192,20187,0.836812203233443
192,145,0.8109069734793504
192,12858,0.8017048062540735
192,3188,0.7817590511235105
192,243,0.7793363074850346
193,7848,0.910520894490118
193,8383,0.8750369848689897
193,1957,0.8590891071144459
193,8424,0.8460972921416258
193,16104,0.837620916429233
194,156,0.7676198113163113
194,474,0.757574388183412
194,12373,0.7516732379790829
194,26432,0.7333382378520349
194,4531,0.7257175746114624
195,25123,0.721183444369571
195,25819,0.7127924956448424
195,25785,0.6979772251892095
195,517,0.6926627394936246
195,25810,0.6828791623181844
196,6761,0.7580321899139503
196,7806,0.7514658722398581
196,3738,0.7471930716267556
196,5294,0.7254714126328495
196,24760,0.693230696564501
197,1499,0.8264549697216811
197,11705,0.8049308318586316
197,11238,0.7925279482608557
197,11927,0.7856571791239443
197,25989,0.7785934146649727
198,5395,0.8332617878169555
198,22175,0.8270371643006047
198,26452,0.795648719301264
198,405,0.794867470629958
198,24991,0.7912376436766648
199,995,0.7761357870886934
199,7895,0.7730026744235523
199,1235,0.7567817789074787
199,25791,0.7201477268200669
199,7742,0.7180966916033543
200,31223,0.866193820518173
200,30647,0.8489106884667843
200,14153,0.8375043624148688
200,12353,0.8345139648373423
200,13093,0.8164684642845367
201,20207,0.8923894979660291
201,23281,0.8550781520869405
201,17422,0.8507819347902488
201,1746,0.8425980150397083
201,21481,0.8418306682710456
202,24538,0.8219865967268507
202,12435,0.8197820292045818
202,1622,0.8129337218313779
202,8910,0.8063027075112362
202,434,0.7967284044485752
203,29142,0.9181792892776565
