node_index,CONS_NO,FLAG,avg_consumption,median_consumption,std_consumption,min_consumption,max_consumption,zero_days,missing_days,zero_ratio,missing_ratio,consumption_range,peak_to_average,coefficient_variation,median_to_average,min_to_average,max_to_median,zero_percentage,missing_percentage,stability_score,consumption_intensity
28,1AB6DF6673AF0D809B3FA523C1E7B2D0,1,-0.06537225998477221,-0.10013900958969484,-0.010521350255930829,-0.06431441609288324,-0.016095076172830666,1.7250566025260519,-0.8626471962266139,1.7250566025260516,-0.8626471962266137,-0.01594731205954498,-0.13008569992011482,0.04735610457436232,-2.2494184569491567,-0.5468749015357403,-0.025249897269579855,1.7250566025260516,-0.8626471962266138,-1.0383980008013132,-0.06969533915545935
29,CC729BD06C7E8086E700CCCDDDC6D1AA,1,0.07827977659584355,0.05307570610987429,0.020437912208824544,-0.06431441609288324,-0.011109357766464165,-0.03284675743810879,-0.8358065610184738,-0.032846757438108956,-0.8358065610184735,-0.010961549618596111,-0.18251252354947622,-0.15507472909004233,0.19192687855934112,-0.5468749015357403,-0.0241528827943146,-0.032846757438108984,-0.8358065610184737,-0.31856407967356476,0.27490981558416316
30,7343CAADA8D069F90EBED43D7119DE44,1,-0.0345718280818841,-0.04342704169788297,-0.0007410713482021617,-0.06431441609288324,-0.01195073172871631,0.3789830969569657,-0.8425167198205088,0.3789830969569655,-0.8425167198205087,-0.011802931011984158,-0.11996417370883897,-0.017462831050953392,-0.16880203044790956,-0.5468749015357403,-0.019555600583554583,0.3789830969569654,-0.8425167198205088,-0.8509233526314331,0.003771461807952727
31,F6345430CBBC081D1E522D23DC547D42,1,-0.04628555872500079,-0.0657191186899801,-0.002048679228550173,-0.06431441609288324,-0.013244734979223646,0.5467656302290331,0.04657932144913046,0.5467656302290329,0.04657932144913099,-0.013096945691314397,-0.11901375285575583,0.03207540598255995,-0.7892389050096642,-0.5468749015357403,-0.016206454553383022,0.5467656302290329,0.04657932144913069,-0.9969843341312022,-0.07140605394893994
32,7F8F1912B41BAC18D24EB382D9F3FA75,1,-0.11366881442108073,-0.10013900958969484,-0.031559707542049294,-0.06431441609288324,-0.02004912602128218,2.1521394144913146,-0.8861327520337364,2.1521394144913137,-0.8861327520337362,-0.019901396830733706,0.0296459887414935,0.4825408804509479,-2.2494184569491567,-0.5468749015357403,-0.025249897269579855,2.1521394144913137,-0.8861327520337364,-1.7884458528245917,-0.18669676287241832
33,49A61B0E884F41D891DEB63DB7840CD8,1,-0.09687532767172018,-0.08200504022306661,-0.031270896285956924,-0.06431441609288324,-0.020035533550163406,-0.17012337556980028,-0.8592921168255964,-0.17012337556980034,-0.859292116825596,-0.019887804239564273,-0.15449889101592615,-0.14409739376357614,0.11863122406595294,-0.5468749015357403,-0.022458528265137157,-0.17012337556980042,-0.8592921168255964,-0.369836429386546,-0.14615250530781224
34,564C77BEBFD6D10631BD7F7AF81D529B,1,-0.06698229107474653,-0.10013900958969484,0.001246903080122899,-0.06431441609288324,-0.010946248113038872,2.0949408236031095,-0.8727124344296664,2.0949408236031095,-0.872712434429666,-0.010798438524562888,-0.030581918193656164,0.27198972302557395,-2.2494184569491567,-0.5468749015357403,-0.025249897269579855,2.094940823603109,-0.8727124344296663,-1.5049483578349878,-0.07321531421309099
35,DD20733C633A11BBFD99DBF899816B00,1,-0.08454031731175272,-0.09655841691220773,-0.020018653430881942,-0.06431441609288324,-0.018472399371504335,-0.1167380240741425,0.7343705986577194,-0.11673802407414244,0.7343705986577196,-0.018324656255079213,-0.1393842906432177,0.052611925018897956,-1.939091538207597,-0.5468749015357403,0.015768275483139263,-0.1167380240741424,0.7343705986577193,-1.0522799892931711,-0.15744748748562012
36,A115F9030C968DEBC5618C1359417029,1,-0.06337763953507508,-0.05278278385518799,-0.022025523340644976,-0.06431441609288324,-0.018519973020420046,0.15781521218924052,-0.8727124344296664,0.15781521218924063,-0.872712434429666,-0.018372230324172237,-0.17633642210712758,-0.16211425178795585,0.35321302829539564,-0.5468749015357403,-0.024022841061625035,0.1578152121892406,-0.8727124344296663,-0.2846847361125048,-0.06444793691458435
37,6DA2BD4913B637B27F7966BFF2404805,1,0.028377384496078788,0.032458422466924354,-0.007379992420051087,-0.06431441609288324,-0.013043566406665782,-0.3340926694493207,-0.15808052201293746,-0.33409266944932065,-0.15808052201293715,-0.012895775342006754,-0.1770850755102981,-0.23926323186706044,0.568209753800935,-0.5468749015357403,-0.024303526301811183,-0.3340926694493207,-0.15808052201293737,0.1472476117543879,0.08340599902779935
38,5B214DB7CE265C5F8C644029A1A1076C,1,-0.00213309057763587,-0.0012684504952122334,-0.015179205430038843,-0.06431441609288324,-0.01645119891614256,-0.4103574573002604,-0.47010290630756557,-0.4103574573002604,-0.4701029063075652,-0.016303437948184184,-0.19047882890384973,-0.2506201333825344,0.38981007843636484,-0.5468749015357403,-0.024791660082328828,-0.41035745730026046,-0.47010290630756546,0.22199319623735664,0.05073587034334216
39,4200327E5378E4CFB04D01982540A6CF,1,-0.03899993801885848,-0.023676030476905724,-0.013406982187964982,-0.06431441609288324,-0.017258591700597768,-0.1129247846815955,-0.054073060581394744,-0.11292478468159542,-0.05407306058139443,-0.01711083786364864,-0.17908689806685354,-0.1437351732063502,0.7068961845012108,-0.5468749015357403,-0.024532374511667936,-0.1129247846815955,-0.05407306058139472,-0.37149687374331386,-0.052574072132750435
40,1BC425A74948B48CED2DD171224E219C,1,1.569613730941841,0.416736868854008,0.6963504372988228,-0.06431441609288324,0.20438160160925173,-0.08241886954121962,-0.7552846553940537,-0.08241886954121978,-0.7552846553940534,0.20453131300428024,-0.10226388432792755,-0.021479264357439517,-1.2776724903667949,-0.5468749015357403,-0.00833532220841812,-0.08241886954121985,-0.7552846553940537,-0.8382162482891591,3.767497588564269
41,F6C89465277691CB56E0F829D98D8CE3,1,-0.09485401930352483,-0.07519036383688148,-0.03385023643321633,-0.06431441609288324,-0.021087590814756554,-0.33027943005677374,0.6135877402210891,-0.33027943005677357,0.6135877402210895,-0.02093987079607856,-0.20138646462472778,-0.2617004350055111,0.7587505320472022,-0.5468749015357403,-0.02558093597241259,-0.3302794300567737,0.6135877402210892,0.2982366629681007,-0.16861222828113845
42,D04185D24F978E7F06215FA2908F0E15,1,-0.08501652367996444,-0.08558563290055371,-0.016819221548586435,-0.06431441609288324,-0.015231954256788485,-0.3150264724865858,-0.8089659258103338,-0.3150264724865858,-0.8089659258103333,-0.015084182520285839,-0.04728921162748181,0.14469618879452584,-0.9714977664571123,-0.5468749015357403,-0.007047367973206932,-0.31502647248658583,-0.8089659258103336,-1.2691780250403824,-0.11870471027958585
43,37BBFCF96C1A9FF4B63BB4B0A3E8C878,1,-0.0563569750554121,-0.10013900958969484,0.0018320908901699612,-0.06431441609288324,-0.008499603311659457,1.721243363133505,-0.6814729085716685,1.7212433631335047,-0.6814729085716681,-0.008351772114064536,-0.02631372847097336,0.16368940616264252,-2.2494184569491567,-0.5468749015357403,-0.025249897269579855,1.721243363133505,-0.6814729085716683,-1.308504874931008,-0.05611075958014485
44,2345E491E741D6D60089BA73AE0BFD35,1,-0.07493427740823964,-0.05399556524594975,-0.029789151725020453,-0.06431441609288324,-0.01888017350506757,-0.04809971500829674,-0.8827776726327189,-0.048099715008296746,-0.8827776726327187,-0.01873243399016227,-0.1688090241161292,-0.25453212764879735,0.9197712887924653,-0.5468749015357403,-0.024275238920811626,-0.048099715008296816,-0.8827776726327189,0.2485258784196467,-0.09222825087016065
45,0AD91AED502EEC62BDC5A5880CCD9DEB,1,-0.07952328618132355,-0.060290478178951265,-0.029352037174830113,-0.06431441609288324,-0.018227734891366393,-0.3150264724865858,1.3886110818561332,-0.3150264724865858,1.3886110818561337,-0.018079989614029377,-0.14531016106955288,-0.22369940915090228,0.7886516940755202,-0.5468749015357403,-0.023102139235120722,-0.31502647248658583,1.3886110818561335,0.050006418436398636,-0.17014314081234316
46,BF58CD54CA0B4E3A8FD1209E09493F77,1,-0.12087944943572512,-0.10013900958969484,-0.0375607121497648,-0.06431441609288324,-0.02143148033406155,0.9738484421942956,1.2376325088103453,0.9738484421942957,1.237632508810346,-0.021283763352665273,1.5902646794552144,3.0203309965559453,-2.2494184569491567,-0.5468749015357403,-0.025249897269579855,0.9738484421942954,1.2376325088103455,-2.7178273315588375,-0.20480953563950433
47,2784394B34492EF0D868028C887E263C,1,-0.11588047620702854,-0.10013900958969484,-0.03275425972351617,-0.06431441609288324,-0.019869705402514357,2.205524765986972,-0.8660022756276313,2.205524765986972,-0.8660022756276312,-0.019721974627297162,0.1746856601864072,0.6491208410081902,-2.2494184569491567,-0.5468749015357403,-0.025249897269579855,2.2055247659869726,-0.8660022756276314,-1.952486781146988,-0.19217266382160225
48,8D32642A92C55B4F7C7DE4DD5CD13BAD,1,0.0018820855896085453,-0.10013900958969484,0.049259047023052886,-0.06431441609288324,-0.0053026541045236835,1.6716712510303942,-0.8693573550286489,1.671671251030394,-0.8693573550286483,-0.005154794671013353,-0.10016684351528682,0.24996391393427114,-2.2494184569491567,-0.5468749015357403,-0.025249897269579855,1.671671251030394,-0.8693573550286486,-1.4684267804696238,0.09398839948347863
49,89F19286C28AF5EC6B36CAEC408CCCA1,1,-0.1122926164881976,-0.10013900958969484,-0.03245800559087112,-0.06431441609288324,-0.020607776584263812,1.0386735118675945,0.6739791694394042,1.0386735118675943,0.6739791694394046,-0.020460052327797493,-0.07512687935521667,0.24246973087121515,-2.2494184569491567,-0.5468749015357403,-0.025249897269579855,1.0386735118675943,0.6739791694394043,-1.4556326450980084,-0.19314659274226326
50,522CD12E4FD07B23C55E2E2F475D4AB0,1,1.3797856431233344,1.2414282145720055,0.20748428532997448,-0.06431441609288324,0.016438503449956194,-0.3684118239822436,-0.8626471962266139,-0.3684118239822437,-0.8626471962266137,0.016586554904498403,-0.21209461378014174,-0.28359219051665274,0.591753784888442,-0.5468749015357403,-0.025993432042207835,-0.36841182398224376,-0.8626471962266138,0.45941445532045505,3.435027645805012
51,C4915D7E6F71A05A21DCA56AA28EE9D6,1,-0.04687362549055663,-0.02298301253932758,-0.02543293436092671,-0.06431441609288324,-0.019629118663712048,-0.10529830589650153,-0.8492268786225439,-0.10529830589650171,-0.8492268786225434,-0.019481385763598154,-0.20518059380769174,-0.26872315963717636,1.0496264639566255,-0.5468749015357403,-0.025881850579093705,-0.10529830589650173,-0.8492268786225436,0.34835971991666637,-0.025536306943015355
52,024BF86C8D931ABAAF626317DC2E67DA,1,-0.10681508397898162,-0.10013900958969484,-0.02910379290566727,-0.06431441609288324,-0.019789509822913588,2.049181950892546,-0.7854803700032112,2.0491819508925455,-0.7854803700032107,-0.01964177833939749,-0.07947805260834706,0.20748191721146123,-2.2494184569491567,-0.5468749015357403,-0.025249897269579855,2.049181950892546,-0.785480370003211,-1.3932641414378237,-0.1709833706149016
53,1C090A25BA5991349EB940D839A3084A,1,-0.049254021492654974,-0.014435791309197072,-0.015713471202869284,-0.06431441609288324,-0.017669084328384755,-0.23494844524309907,-0.8626471962266139,-0.23494844524309894,-0.8626471962266137,-0.017521334116965586,-0.17646434852695483,-0.13220538564057713,1.5363026031373301,-0.5468749015357403,-0.02502989208993779,-0.23494844524309902,-0.8626471962266138,-0.42334067409061105,-0.03060621207882316
54,69347E9D3953D22D3C52B964B1270935,1,0.11563125322705871,0.10222222818312468,0.03293438749292723,-0.06431441609288324,-0.010928577900584465,0.5048199969110163,-0.7183787819828611,0.5048199969110162,-0.7183787819828609,-0.010780768156042623,-0.19050437536521383,-0.14930724245938876,0.46653371035082597,-0.5468749015357403,-0.024861831116884236,0.5048199969110161,-0.7183787819828611,-0.3457343376498969,0.3451920418638046
55,C2D753CC4560F1A6A9099F6859E6E728,1,0.03257608794891488,0.05220943368790159,0.007423754428071871,-0.06431441609288324,-0.013611731699430557,0.8937704149508089,-0.7485744965920186,0.8937704149508087,-0.7485744965920182,-0.013463945652889149,-0.18249817538846672,-0.15160973139233222,0.8995270915801882,-0.5468749015357403,-0.024843871935726677,0.8937704149508086,-0.7485744965920185,-0.33494977090863276,0.15548423091764174
56,4BA0F954979FABF38CF0C6CDDD4EBBDC,1,1.5791354638464017,1.4821364448908159,0.14119360628817654,-0.06431441609288324,0.024693211160387963,-0.505688442113935,-0.8290964022164388,-0.505688442113935,-0.8290964022164383,0.024841335521696453,-0.21021897656800395,-0.33996445626006,0.7086604299603315,-0.5468749015357403,-0.025956617719246226,-0.5056884421139352,-0.8290964022164387,0.9527589168615155,3.8782894950503857
57,54624750B7C0A353A21A509B0582C49A,1,0.3236365519377849,0.3704201700258684,0.057334268390139026,-0.06431441609288324,-0.007439390564395041,-0.32265295127167976,-0.7687049729981237,-0.32265295127167987,-0.7687049729981233,-0.0072915500028485816,-0.20480267565923582,-0.2332645775181015,1.113087436695274,-0.5468749015357403,-0.025892114067653356,-0.32265295127168,-0.7687049729981235,0.109081233420367,0.8442669337346793
58,2A37DDA40193664AB77AD2CDB3427365,1,-0.11495729861122815,-0.10013900958969484,-0.03488381721894384,-0.06431441609288324,-0.02111613500410598,1.9271582903310422,-0.8525819580235613,1.9271582903310418,-0.852581958023561,-0.020968415237534375,-0.08812670475149066,0.15882001951140703,-2.2494184569491567,-0.5468749015357403,-0.025249897269579855,1.927158290331042,-0.8525819580235611,-1.2985783203277377,-0.18999083252360072
59,EF6FB588B90B86E7B11EA1DA8E66A579,1,0.04325379996171671,0.037771559988356816,0.02649064151909687,-0.06431441609288324,0.028819885392047915,-0.33027943005677374,0.4760294847793713,-0.33027943005677357,0.47602948477937157,0.02896804620073701,0.07558356123051306,-0.058244075403263845,0.41604593351077773,-0.5468749015357403,-0.011322763819212574,-0.3302794300567737,0.4760294847793712,-0.7150905175271784,0.03862342179041144
60,1372264AA974605C750DFDD62BFC4062,1,-0.10593773216701143,-0.10013900958969484,-0.01920639882474858,-0.06431441609288324,-0.015732157193959387,2.785137153654114,-0.6244365587543709,2.7851371536541136,-0.6244365587543705,-0.015584389875321056,0.18075516221631838,0.7973203143100915,-2.2494184569491567,-0.5468749015357403,-0.025249897269579855,2.7851371536541136,-0.6244365587543708,-2.0688295679679993,-0.17063702074429965
61,40A9350605B9FF747D0880B85A83450A,1,-0.10653805366276338,-0.10013900958969484,-0.008129888141593322,-0.06431441609288324,-0.013583187510081134,3.2999244716479574,-0.8861327520337364,3.299924471647956,-0.8861327520337362,-0.013435401211433337,0.34637335946178766,1.5785921076726455,-2.2494184569491567,-0.5468749015357403,-0.025249897269579855,3.2999244716479565,-0.8861327520337364,-2.437848575260229,-0.16928562233071975
62,BBA036B96BAF5611A21610411E511ACD,1,-0.004398754450622093,-0.026910114185603757,-0.004211035678966011,-0.06431441609288324,-0.017439371566477468,-0.33027943005677374,0.3250509117335835,-0.33027943005677357,0.3250509117335837,-0.01729161932620213,-0.19813569626505165,-0.1559909943918673,-0.2567510278343433,-0.5468749015357403,-0.024519692529098983,-0.3302794300567737,0.32505091173358336,-0.3141994328479963,-0.019573729678151942
63,BED1B8C8272AA25499B0E458E1419EC7,1,0.027139467130921118,0.0714984329504934,-0.004810661637102078,-0.06431441609288324,-0.017114511506738758,0.17306816975942846,0.5230005963936164,0.1730681697594285,0.5230005963936167,-0.016966756397252626,-0.20441006410353044,-0.22079926453700033,1.4282230431518903,-0.5468749015357403,-0.025992381684620924,0.17306816975942846,0.5230005963936164,0.032513140898922474,0.009832008254184338
64,010AD5065C4D231D00D36E36D3BEB859,1,0.1441861142495288,0.1366998705776376,0.019404609465925742,-0.06431441609288324,-0.013607653958094927,-0.34553238762696165,1.3651255260490105,-0.34553238762696176,1.365125526049011,-0.01345986787553832,-0.205864359541679,-0.23020514831426128,0.5872734215981628,-0.5468749015357403,-0.025694592848111014,-0.34553238762696187,1.3651255260490103,0.08995176020208652,0.02196520322199312
