CONS_NO,FLAG,avg_consumption,median_consumption,std_consumption,min_consumption,max_consumption,zero_days,missing_days,zero_ratio,missing_ratio,consumption_range,peak_to_average,coefficient_variation,median_to_average,min_to_average,max_to_median,zero_percentage,missing_percentage,stability_score,consumption_intensity
F1D26619E4BC428924BAF5261F705D18,1,8.477509765625,4.25,11.393998272225184,0.0,63.1,245,10,0.2369439071566731,0.0096711798839458,63.1,7.443223510736704,1.3440265581793958,0.5013264646692709,0.0,14.847058823529412,23.69439071566731,0.9671179883945801,0.4266163267265622,8.395522243713733
EB2DCE9143BF42A1C7E5E218BB77B6A6,1,14.37486166007905,10.33,10.268523725739046,0.0,48.9,54,22,0.0522243713733075,0.0212765957446808,48.9,3.4017718678853073,0.7143389598145584,0.7186156113549126,0.0,4.73378509196515,5.2224371373307505,2.1276595744680797,0.5833152156258357,14.069013539651838
E89F2AD4B103F2E2045EE0F4E60429BC,1,14.29953629032258,15.82,8.700756476077094,0.0,43.01,176,42,0.1702127659574468,0.0406189555125725,43.01,3.007789842045972,0.6084642396386978,1.106329581519816,0.0,2.718710493046776,17.02127659574468,4.061895551257249,0.6217110554006632,13.718704061895552
441D4A577AAD02F6C003644640C2619C,1,0.1484533073929961,0.0,0.9586148319658944,0.0,18.8,923,6,0.8926499032882012,0.0058027079303675,18.8,126.63914553436868,6.457349107273046,0.0,0.0,3.9021601016518423,89.26499032882012,0.58027079303675,0.13409590802510699,0.14759187620889747
A9601F29D6AE4544F52BD5CB56426E3F,1,25.37186943620178,24.95,10.765129053172148,0.0,74.67,23,23,0.0222437137330754,0.0222437137330754,74.67,2.943023185097166,0.4242938850147145,0.9833725521383995,0.0,2.9927855711422846,2.22437137330754,2.22437137330754,0.7021022911922906,24.807504835589942
93D2F9BC41BF6CAF05D11345D58C383A,1,8.953546910755149,7.76,7.779934524011691,0.0,67.03,62,597,0.0599613152804642,0.5773694390715667,67.03,7.486418585631405,0.8689220709466887,0.8666956321721573,0.0,8.637886597938145,5.99613152804642,57.73694390715667,0.5350677888315897,3.78404255319149
369006719ADC2204345D5A156D19821D,1,11.332553606237818,6.535,11.781134266049452,0.0,65.36,63,8,0.0609284332688588,0.0077369439071566,65.36,5.7674556213017745,1.0395833697680212,0.5766573207651025,0.0,10.001530221882172,6.09284332688588,0.77369439071566,0.49029621187475086,11.24487427466151
720FAD7A2EA8095703804E9C897F159E,1,0.0,0.0,0.0,0.0,0.0,1033,1,0.9990328820116054,0.0009671179883945,0.0,3.796108306232819,0.597449620474254,0.8823413513094824,0.0,3.9021601016518423,99.90328820116055,0.09671179883945,0.625997832534536,0.0
CFA8145DAF03AEC0B30D415E81F95937,1,0.0866666666666666,0.0,0.8773623240252841,0.0,14.98,772,158,0.746615087040619,0.1528046421663443,14.98,172.84615384615398,10.123411431060978,0.0,0.0,3.9021601016518423,74.6615087040619,15.28046421663443,0.08990047758258796,0.07342359767891678
5C897FDAC2DB3B33B1EC83273F5F08C7,1,0.424782187802517,0.0,1.654321383620055,0.0,22.64,604,1,0.5841392649903289,0.0009671179883945,22.64,53.297903372835,3.894516839743657,0.0,0.0,3.9021601016518423,58.41392649903289,0.09671179883945,0.20431025834459557,0.42437137330754354
78AA6CB5B9C2AF38C3C0707C82834FB5,1,10.065817805383022,3.89,14.303088231477991,0.0,89.69,47,68,0.0454545454545454,0.0657640232108317,89.69,8.910354005417759,1.4209563999687091,0.3864564285993431,0.0,23.056555269922878,4.54545454545454,6.576402321083171,0.4130598964991377,9.403849129593809
BC0A840A5A34E044B9920F557D9A2111,1,14.222609254498712,15.56,8.085430053789024,0.0,36.62,117,256,0.1131528046421663,0.2475822050290135,36.62,2.574773682150962,0.5684913301848284,1.094032727860977,0.0,2.3534704370179944,11.315280464216631,24.758220502901352,0.6375553251430224,10.701344294003867
51EAAC77A3247A422C4BF350D645EB88,1,4.779107662463628,0.0,7.670822210018814,0.0,41.71,678,3,0.655705996131528,0.0029013539651837,41.71,8.727570698522099,1.6050741585646784,0.0,0.0,3.9021601016518423,65.57059961315281,0.29013539651837,0.383866231489921,4.765241779497099
D9C351E2175E2A50A7B699080D895D32,1,17.242721417069244,18.9,11.95127746585338,0.0,49.24,59,413,0.0570599613152804,0.3994197292069632,49.24,2.8556977062365223,0.6931201390299296,1.0961146760331086,0.0,2.6052910052910057,5.70599613152804,39.94197292069632,0.5906255421265901,10.355638297872341
29682C581F0A0D250A15299ED45ABAAB,1,33.74397142857143,29.895,19.25965359486817,0.0,96.02,51,334,0.0493230174081237,0.3230174081237911,96.02,2.8455453206879704,0.5707583541444321,0.8859360275147561,0.0,3.211908345877237,4.9323017408123695,32.30174081237911,0.6366351624751884,22.844081237911023
1AB6DF6673AF0D809B3FA523C1E7B2D0,1,4.581111111111111,0.0,7.183755341950902,0.0,43.75,589,8,0.5696324951644101,0.0077369439071566,43.75,9.550084889643463,1.56812510496139,0.0,0.0,3.9021601016518423,56.963249516441,0.77369439071566,0.3893891298629061,4.545667311411993
CC729BD06C7E8086E700CCCDDDC6D1AA,1,16.365098231827112,13.265,15.056379552576564,0.0,80.43,128,16,0.1237911025145067,0.0154738878143133,80.43,4.914727602647592,0.9200298916198786,0.8105664758065436,0.0,6.063324538258575,12.37911025145067,1.5473887814313299,0.5208252248387271,16.111866537717603
7343CAADA8D069F90EBED43D7119DE44,1,7.10771568627451,4.91,9.670780367282513,0.0,74.24,236,14,0.2282398452611218,0.0135396518375241,74.24,10.444987289427258,1.3606031521431643,0.6907985936299548,0.0,15.120162932790222,22.823984526112177,1.35396518375241,0.4236205476096699,7.011479690522244
F6345430CBBC081D1E522D23DC547D42,1,6.146821192052981,2.98,9.338269039903448,0.0,64.72,280,279,0.2707930367504835,0.269825918762089,64.72,10.529019468416346,1.519202974697976,0.4848034304060678,0.0,21.71812080536913,27.07930367504835,26.9825918762089,0.39695094442316176,4.488249516441006
7F8F1912B41BAC18D24EB382D9F3FA75,1,0.6192739593417231,0.0,1.833915980918251,0.0,14.66,701,1,0.6779497098646035,0.0009671179883945,14.66,23.672883025120758,2.961396895919328,0.0,0.0,3.9021601016518423,67.79497098646034,0.09671179883945,0.2524362052765047,0.6186750483558995
49A61B0E884F41D891DEB63DB7840CD8,1,1.9968682926829269,1.57,1.9073577332727347,0.0,14.76,92,9,0.0889748549323017,0.0087040618955512,14.76,7.391574123383444,0.9551745301689734,0.7862311228802173,0.0,9.401273885350317,8.89748549323017,0.87040618955512,0.5114632911638719,1.9794874274661511
564C77BEBFD6D10631BD7F7AF81D529B,1,4.449037900874635,0.0,10.176301958191,0.0,81.63,686,5,0.6634429400386848,0.0048355899419729,81.63,18.34778705390493,2.2873039486111018,0.0,0.0,3.9021601016518423,66.34429400386847,0.48355899419729004,0.30420065063423896,4.427524177949709
DD20733C633A11BBFD99DBF899816B00,1,3.0087272727272727,0.31,4.768688155001916,0.0,26.26,106,484,0.1025145067698259,0.4680851063829787,26.26,8.72794295383128,1.5849519490277097,0.10303359922649263,0.0,84.70967741935485,10.251450676982591,46.80851063829787,0.38685438635566693,1.6003868471953577
A115F9030C968DEBC5618C1359417029,1,4.744732750242954,4.1,4.258361636172119,0.0,25.91,178,5,0.172147001934236,0.0048355899419729,25.91,5.460792285650499,0.8974924111277015,0.8641161084973773,0.0,6.319512195121952,17.2147001934236,0.48355899419729004,0.5270113303935106,4.72178916827853
6DA2BD4913B637B27F7966BFF2404805,1,12.271531862745098,11.48,7.98257055213685,0.0,66.2,49,218,0.0473887814313346,0.2108317214700193,66.2,5.394599528439907,0.6504950352914765,0.9354985284968298,0.0,5.7665505226480835,4.7388781431334595,21.08317214700193,0.6058788294527652,9.684303675048357
5B214DB7CE265C5F8C644029A1A1076C,1,9.768712871287129,8.56,5.9993103489535375,0.0,41.13,29,125,0.0280464216634429,0.120889748549323,41.13,4.210380685964486,0.6141351914014305,0.8762669261331388,0.0,4.804906542056075,2.8046421663442898,12.0889748549323,0.6195267938689673,8.587775628626693
4200327E5378E4CFB04D01982540A6CF,1,6.7444713375796175,6.62,6.44996861699424,0.0,35.19,107,249,0.1034816247582205,0.2408123791102514,35.19,5.217606872153838,0.956334202364471,0.9815446858101281,0.0,5.315709969788519,10.348162475822049,24.08123791102514,0.5111601068934831,5.12031914893617
1BC425A74948B48CED2DD171224E219C,1,138.70140845070424,44.75,186.93403055755155,0.0,1665.8,115,40,0.1112185686653771,0.0386847195357833,1665.8,12.009971770344645,1.3477442849759498,0.32263551250025385,0.0,37.22458100558659,11.12185686653771,3.86847195357833,0.42594076637705197,133.33578336557062
F6C89465277691CB56E0F829D98D8CE3,1,2.1626791808873724,2.16,1.251457880559185,0.0,7.02,50,448,0.0483558994197292,0.4332688588007737,7.02,3.2459738189737473,0.5786608996928048,0.9987611750688454,0.0,3.2499999999999996,4.83558994197292,43.32688588007737,0.6334482599743823,1.2256576402321084
D04185D24F978E7F06215FA2908F0E15,1,2.969663366336633,1.26,5.582271001992591,0.0,50.1,54,24,0.0522243713733075,0.02321083172147,50.1,16.870599061133046,1.8797655873294696,0.42429051530993284,0.0,39.761904761904766,5.2224371373307505,2.321083172147,0.3472504860811755,2.9007350096711795
37BBFCF96C1A9FF4B63BB4B0A3E8C878,1,5.320648148148148,0.0,10.32510924087043,0.0,99.63,588,62,0.5686653771760155,0.0599613152804642,99.63,18.725162278335624,1.9405735830256103,0.0,0.0,3.9021601016518423,56.86653771760155,5.99613152804642,0.3400697080911274,5.001615087040619
2345E491E741D6D60089BA73AE0BFD35,1,3.796724806201551,3.995,2.2841502398019604,0.0,23.26,124,2,0.1199226305609284,0.0019342359767891,23.26,6.12633287564251,0.6016106924765896,1.0522226929575162,0.0,5.822277847309136,11.99226305609284,0.19342359767891,0.6243714559957689,3.7893810444874285
0AD91AED502EEC62BDC5A5880CCD9DEB,1,3.420281690140845,3.45,2.395304004997845,0.0,28.06,54,679,0.0522243713733075,0.6566731141199227,28.06,8.204002635480151,0.7003236054803451,1.0086888486246088,0.0,8.133333333333333,5.2224371373307505,65.66731141199227,0.5881233412139202,1.1742746615087039
BF58CD54CA0B4E3A8FD1209E09493F77,1,0.027775,0.0,0.3079218065880217,0.0,4.49,392,634,0.379110251450677,0.6131528046421664,4.49,161.65616561656165,11.086293666535434,0.0,0.0,3.9021601016518423,37.9110251450677,61.315280464216634,0.08273835036532357,0.01074468085106383
2784394B34492EF0D868028C887E263C,1,0.4378481012658228,0.0,1.5301535629543932,0.0,15.98,715,7,0.6914893617021277,0.006769825918762,15.98,36.49667533969355,3.494713254506998,0.0,0.0,3.9021601016518423,69.14893617021278,0.6769825918762,0.2224836031524963,0.4348839458413927
8D32642A92C55B4F7C7DE4DD5CD13BAD,1,10.098083657587548,0.0,22.385299741631624,0.0,123.15,575,6,0.5560928433268859,0.0058027079303675,123.15,12.195383220802192,2.216786917269362,0.0,0.0,3.9021601016518423,55.60928433268859,0.58027079303675,0.3108692076032413,10.03948742746615
89F19286C28AF5EC6B36CAEC408CCCA1,1,0.7321654929577466,0.0,1.605487962790774,0.0,10.55,409,466,0.3955512572533849,0.4506769825918762,10.55,14.409310601870777,2.1927938126461624,0.0,0.0,3.9021601016518423,39.55512572533849,45.06769825918762,0.3132053175620532,0.4021953578336558
522CD12E4FD07B23C55E2E2F475D4AB0,1,123.12953216374268,116.15,62.62036164742333,0.0,283.1,40,8,0.0386847195357833,0.0077369439071566,283.1,2.299204707636849,0.5085730494301579,0.9433155308796186,0.0,2.4373654756780025,3.86847195357833,0.77369439071566,0.6628780756607947,122.17688588007736
C4915D7E6F71A05A21DCA56AA28EE9D6,1,6.098581213307241,6.68,3.391891818799658,0.0,17.75,109,12,0.1054158607350096,0.011605415860735,17.75,2.91051301592395,0.5561771992801333,1.0953367293730696,0.0,2.657185628742515,10.541586073500959,1.1605415860735,0.6426003416979678,6.027804642166344
024BF86C8D931ABAAF626317DC2E67DA,1,1.181495513459621,0.0,2.458429986948653,0.0,16.57,674,31,0.6518375241779497,0.0299806576402321,16.57,14.024598325794912,2.0807780977093593,0.0,0.0,3.9021601016518423,65.18375241779498,2.99806576402321,0.32459332294770815,1.146073500967118
1C090A25BA5991349EB940D839A3084A,1,5.903313840155945,7.42,5.86345202019387,0.0,32.17,75,8,0.0725338491295938,0.0077369439071566,32.17,5.449481574428742,0.9932475519612521,1.2569211464799896,0.0,4.335579514824798,7.253384912959381,0.77369439071566,0.5016938307617897,5.8576402321083165
69347E9D3953D22D3C52B964B1270935,1,19.429094608341813,17.52,18.23410557176419,0.0,81.76,269,51,0.2601547388781431,0.0493230174081237,81.76,4.208121976249816,0.9384948675856177,0.9017404234821035,0.0,4.666666666666667,26.01547388781431,4.9323017408123695,0.5158641463134196,18.470793036750486
C2D753CC4560F1A6A9099F6859E6E728,1,12.615957661290322,13.19,11.74701216237167,0.0,62.02,371,42,0.3588007736943907,0.0406189555125725,62.02,4.9159962061617115,0.9311233025468334,1.0455012892498061,0.0,4.702047005307051,35.880077369439064,4.061895551257249,0.5178333246153495,12.103510638297873
4BA0F954979FABF38CF0C6CDDD4EBBDC,1,139.4824901574803,136.99,45.763319094895024,0.0,343.83,4,18,0.0038684719535783,0.0174081237911025,343.83,2.4650405912011224,0.3280936484803701,0.9821304440817898,0.0,2.5098912329367105,0.38684719535783,1.74081237911025,0.7529589507066907,137.05436170212766
54624750B7C0A353A21A509B0582C49A,1,36.49207414829659,40.74,24.43874605073078,0.0,107.43,52,36,0.0502901353965183,0.034816247582205,107.43,2.943926935022265,0.6697001094379164,1.1164068075286893,0.0,2.6369661266568483,5.02901353965183,3.4816247582205,0.5989099445748001,35.22155705996131
2A37DDA40193664AB77AD2CDB3427365,1,0.5135777126099706,0.0,0.988628844285496,0.0,6.81,642,11,0.620889748549323,0.0106382978723404,6.81,13.25992120139325,1.9249839313730037,0.0,0.0,3.9021601016518423,62.0889748549323,1.0638297872340399,0.34188222002662233,0.5081141199226306
EF6FB588B90B86E7B11EA1DA8E66A579,1,13.491866028708136,11.94,16.595526790423722,0.0,374.19,50,407,0.0483558994197292,0.3936170212765957,374.19,27.734488261578832,1.2300393996732242,0.8849776579899282,0.0,31.3391959798995,4.83558994197292,39.36170212765957,0.44842257053688545,8.181237911025146
1372264AA974605C750DFDD62BFC4062,1,1.2534659685863874,0.0,4.975236204546618,0.0,46.42,867,79,0.8384912959381045,0.0764023210831721,46.42,37.03331495497302,3.9691833118991697,0.0,0.0,3.9021601016518423,83.84912959381045,7.6402321083172104,0.20124031198555453,1.1576982591876208
40A9350605B9FF747D0880B85A83450A,1,1.2042207163601162,0.0,7.791879729977284,0.0,62.23,1002,1,0.9690522243713732,0.0009671179883945,62.23,51.67657320171066,6.470474742810487,0.0,0.0,3.9021601016518423,96.90522243713731,0.09671179883945,0.1338603013098184,1.203056092843327
BBA036B96BAF5611A21610411E511ACD,1,9.582857142857144,6.34,8.788403882006806,0.0,33.86,50,362,0.0483558994197292,0.3500967117988394,33.86,3.5333929636255212,0.9170964098695235,0.6615980918306499,0.0,5.340694006309148,4.83558994197292,35.00967117988394,0.5216221755211881,6.227930367504837
BED1B8C8272AA25499B0E458E1419EC7,1,12.169983686786296,14.86,8.635925125747168,0.0,36.25,182,421,0.1760154738878143,0.4071566731141199,36.25,2.9786399828422834,0.709608603265732,1.2210369695182435,0.0,2.439434724091521,17.60154738878143,40.71566731141199,0.5849292043159925,7.214893617021277
010AD5065C4D231D00D36E36D3BEB859,1,21.771491712707185,20.505,14.793621219754138,0.0,62.05,46,672,0.0444874274661508,0.6499032882011605,62.05,2.850057351090178,0.6794950669879762,0.9418279771813713,0.0,3.0260911972689586,4.44874274661508,64.99032882011605,0.5954170510267769,7.62212765957447
870F304A240856A5D2384EFCA1203170,1,21.871704211557297,19.84,10.419600742918854,0.0,126.52,2,13,0.0019342359767891,0.0125725338491295,126.52,5.784642969574596,0.47639638146775043,0.9071080976632941,0.0,6.377016129032258,0.19342359767891,1.25725338491295,0.6773248787062565,21.596721470019347
39CC2B755A9339443E0155634CA7C6D4,1,4.297211350293543,1.33,5.898835818038728,0.0,34.36,491,12,0.4748549323017408,0.011605415860735,34.36,7.995883190072292,1.3727125191633354,0.30950304548300783,0.0,25.834586466165412,47.48549323017408,1.1605415860735,0.4214585593170046,4.247340425531916
975FC40987A3E65602FFFFAF20DEC596,1,1.7953449951409133,0.57,2.9101278941714157,0.0,35.2,114,5,0.1102514506769826,0.0048355899419729,35.2,19.606259574214715,1.620929627479762,0.31748772605972686,0.0,61.75438596491229,11.02514506769826,0.48355899419729004,0.3815440100013604,1.7866634429400385
E30540A0B79E99305047DDF487494A16,1,36.741354062186566,44.11,18.581955941678743,0.0,89.15,52,37,0.0502901353965183,0.0357833655705996,89.15,2.4264211887539364,0.5057504388713562,1.2005545556470683,0.0,2.0210836545001136,5.02901353965183,3.57833655705996,0.6641206764313187,35.42662475822051
4E954A4E6F17FC88B0CB8084B6B12364,1,14.339418040737147,12.73,6.311174621089786,0.0,43.62,12,3,0.011605415860735,0.0029013539651837,43.62,3.041964456024578,0.4401276678844456,0.8877626667857149,0.0,3.426551453260015,1.1605415860735,0.29013539651837,0.6943828816711819,14.297814313346228
D1160194CE7C012ACED86C7418BB5340,1,10.246384180790962,10.63,4.711995697807539,0.0,26.25,49,326,0.0473887814313346,0.3152804642166344,26.25,2.5618793456145474,0.4598691220890568,1.0374391407193386,0.0,2.4694261523988708,4.7388781431334595,31.52804642166344,0.684992911261121,7.015899419729207
4A98563829B8F0D1BF6A4A6B3A367FC9,1,4.856753768844221,1.84,7.1755860545344685,0.0,86.84,74,39,0.0715667311411992,0.0377176015473887,86.84,17.88025585259712,1.4774448934523747,0.3788538780375254,0.0,47.19565217391305,7.15667311411992,3.77176015473887,0.40364167237095544,4.673568665377176
461A116AD32BA0FF8ED82D320217C22E,1,5.848235294117647,1.26,10.083074606259071,0.0,43.71,277,320,0.2678916827852998,0.3094777562862669,43.71,7.474049487024743,1.7241225941098792,0.21544960772480384,0.0,34.69047619047619,26.789168278529978,30.94777562862669,0.3670906743192133,4.038336557059962
ABD3396FAE9A0AFACC1A0411C96FB74A,1,78.39110169491525,85.265,45.49557204336888,0.0,180.8,50,680,0.0483558994197292,0.6576402321083172,180.8,2.30638422079642,0.5803665347175482,1.0876872266936213,0.0,2.1204480150120215,4.83558994197292,65.76402321083172,0.6327646011428137,26.837959381044485
0A2F5CBB74C654F66595674287770BE2,1,4.28042372881356,2.66,4.415634544642852,0.0,18.35,138,680,0.1334622823984526,0.6576402321083172,18.35,4.286958759824982,1.0315881848143036,0.6214338038765368,0.0,6.898496240601504,13.34622823984526,65.76402321083172,0.4922257411589567,1.4654448742746615
9C2EF537274B51FA8FD24543A8E078D0,1,5.2321878025169415,5.0,2.411755177943949,0.0,23.71,22,1,0.0212765957446808,0.0009671179883945,23.71,4.531565168321045,0.4609458354655724,0.9556231902828014,0.0,4.742,2.1276595744680797,0.09671179883945,0.6844880732223185,5.227127659574469
C8B41569B929459C4CBB615553BA0B2D,1,0.5258883994126284,0.0,1.3577435257237065,0.0,8.99,581,353,0.5618955512572534,0.3413926499032882,8.99,17.094881746851705,2.5818092341268373,0.0,0.0,3.9021601016518423,56.18955512572534,34.13926499032882,0.2791885146959193,0.3463539651837524
EA64171AF04C9EE905F4921C02F17952,1,15.00350343473994,13.15,10.020129562860982,0.0,49.37,7,15,0.006769825918762,0.0145067698259187,49.37,3.290564781402054,0.6678526523118474,0.8764619581818314,0.0,3.7543726235741444,0.6769825918762,1.4506769825918702,0.5995733487690761,14.785851063829787
B3B4BDA2A3B34F3D8C56B25AD104EC7C,1,14.492258485639686,14.545,6.283175250814213,0.0,43.99,44,268,0.0425531914893617,0.2591876208897485,43.99,3.03541370336373,0.43355390445458747,1.0036392888253114,0.0,3.0244070127191476,4.25531914893617,25.91876208897485,0.6975670722200444,10.736044487427465
481AFF61645E4ADF79F86B230A288726,1,6.9829097963142575,2.98,9.479901574117855,0.0,52.7,25,3,0.0241779497098646,0.0029013539651837,52.7,7.546997102528274,1.3575861425449844,0.42675619289438815,0.0,17.684563758389263,2.41779497098646,0.29013539651837,0.4241626560124385,6.962649903288201
1C00BB2E851B50CF3DA33517F71D23C5,1,265.94592233009706,241.4,189.3908940480529,0.0,624.64,23,519,0.0222437137330754,0.5019342359767892,624.64,2.3487481760471782,0.7121406201256862,0.9077033326360605,0.0,2.5875724937862468,2.22437137330754,50.19342359767892,0.5840641757139032,132.45855899419726
C4E56354666D71B76DD0880E7979B328,1,9.008180862250262,6.68,6.690406309185658,0.0,63.53,4,83,0.0038684719535783,0.0802707930367504,63.53,7.052478294061481,0.7427033727999973,0.7415481662888507,0.0,9.510479041916168,0.38684719535783,8.02707930367504,0.5738211193068976,8.285087040618954
EA85331658140AAD231ED5858BAE64FC,1,3.6010261374636987,0.0,16.24525811291787,0.0,185.14,687,1,0.6644100580270793,0.0009671179883945,185.14,51.41312307452429,4.511285809316521,0.0,0.0,3.9021601016518423,66.44100580270793,0.09671179883945,0.1814458612016738,3.5975435203094785
E0C06F119A4F7B63634DB27A6ACE3BF4,1,4.080262361251261,0.4,7.81458870950825,0.0,45.9,427,43,0.4129593810444874,0.0415860735009671,45.9,11.249276623948322,1.9152172134126721,0.09803291175554095,0.0,114.74999999999999,41.29593810444874,4.158607350096711,0.3430276122818852,3.910580270793037
DE8AB3DDAA5E8276CC6FB05D045345D2,1,230.044274611399,242.21,117.2337609062581,0.0,604.84,48,648,0.04642166344294,0.6266924564796905,604.84,2.6292330075231067,0.5096139041247367,1.0528842780771306,0.0,2.4971718756451016,4.642166344294,62.66924564796905,0.6624210318066677,85.87726305609286
2BBB4ECA7499E5F785B1EDF1FC754834,1,11.848314944834504,11.16,9.421627461601746,0.0,66.7,200,37,0.1934235976789168,0.0357833655705996,66.7,5.629492489907109,0.7951871220058412,0.9419060897655672,0.0,5.976702508960574,19.34235976789168,3.57833655705996,0.5570449942191297,11.424342359767893
98E17AD63667CC656B73F999F6FBACA8,1,3.307672162948593,0.01,8.023528241970615,0.0,53.94,461,3,0.4458413926499033,0.0029013539651837,53.94,16.30754117781603,2.4257326139656223,0.0030232742265139103,0.0,5394.0,44.58413926499033,0.29013539651837,0.2919083631697693,3.2980754352030943
C51F242260112636B95F316656301FAF,1,4.896495145631068,0.02,8.246466572447344,0.0,79.28,405,4,0.3916827852998066,0.0038684719535783,79.28,16.191173000699926,1.6841569994826426,0.00408455423831986,0.0,3964.0,39.16827852998066,0.38684719535783,0.37255644889354267,4.877553191489362
FD861B89684BFD02A12356707D461578,1,15.06334939759036,9.75,10.346924467943378,0.0,55.86,8,204,0.0077369439071566,0.1972920696324951,55.86,3.7083385989131847,0.6868940097478284,0.6472664042141703,0.0,5.729230769230769,0.77369439071566,19.72920696324951,0.5928054722000516,12.091470019342358
77DD7F0F61508AD1F2D8A9CA1DD8D396,1,6.5449150485436896,0.16,12.098700009198511,0.0,97.48,399,210,0.3858800773694391,0.2030947775628626,97.48,14.89400538845654,1.8485648659245157,0.02444645939836937,0.0,609.25,38.58800773694391,20.30947775628626,0.351053968249884,5.2156769825918765
B765254800E48BB4887A3458A2FE4F7F,1,2.8169411764705883,2.495,1.8274339588250823,0.0,21.67,40,14,0.0386847195357833,0.0135396518375241,21.67,7.692741396592049,0.648729896843184,0.8857124958235884,0.0,8.685370741482966,3.86847195357833,1.35396518375241,0.6065274863485497,2.7788007736943907
